	SRR6468503	SRR6468521	SRR6468522	SRR6468523	SRR6468525	SRR6468526	SRR6468527	SRR6468528	SRR6468534	SRR6468541	SRR6468542	SRR6468543	SRR6468544	SRR6468545	SRR6468546	SRR6468547	SRR6468548	SRR6468549	SRR6468550	SRR6468551	SRR6468552	SRR6468559	SRR6468560	SRR6468561	SRR6468563	SRR6468567	SRR6468568	SRR6468571	SRR6468572	SRR6468573	SRR6468574	SRR6468575	SRR6468577	SRR6468578	SRR6468579	SRR6468580	SRR6468581	SRR6468590	SRR6468591	SRR6468592	SRR6468595	SRR6468596	SRR6468597	SRR6468598	SRR6468599	SRR6468603	SRR6468604	SRR6468606	SRR6468607	SRR6468608	SRR6468609	SRR6468610	SRR6468612	SRR6468613	SRR6468614	SRR6468617	SRR6468618	SRR6468619	SRR6468620	SRR6468621	SRR6468622	SRR6468623	SRR6468626	SRR6468628	SRR6468629	SRR6468638	SRR6468639	SRR6468640	SRR6468641	SRR6468642	SRR6468643	SRR6468644	SRR6468645	SRR6468646	SRR6468647	SRR6468648	SRR6468649	SRR6468650	SRR6468653	SRR6468655	SRR6468656	SRR6468657	SRR6468660	SRR6468661	SRR6468665	SRR6468671	SRR6468672	SRR6468673	SRR6468674	SRR6468676	SRR6468678	SRR6468679	SRR6468680	SRR6468681	SRR6468685	SRR6468686	SRR6468687	SRR6468689	SRR6468692	SRR6468694	SRR6468695	SRR6468700	SRR6468706	SRR6468709
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_subtilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Beduini|s__Beduini_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Beduini|s__Beduini_sp900550005	11	0	0	302	14	460	0	11	0	17	49	0	14	23	22	17	12	45	0	0	0	298	0	0	0	0	0	10	0	0	0	0	13	28	20	0	21	10	108	31	0	0	0	0	19	14	14	10	0	13	75	187	14	0	3808	331	31	0	490	0	828	0	0	0	0	0	0	0	0	11	0	0	10	19	18	78	11	14	2663	0	0	14	10	0	19	0	0	0	18	0	0	13	0	35	139	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Beduini|s__Beduini_sp902363625	0	0	0	0	871	22	0	28	16	0	0	0	10	0	0	0	0	0	0	0	64	29	0	0	0	0	26	23	0	0	31	0	0	0	0	25749	0	11	0	0	0	31	0	23	34	0	0	0	0	0	29	0	11	0	0	0	71	0	12	0	0	27	0	0	0	0	0	1849	0	0	2676	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	169	0	0	0	25	0	0	0	11	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Catenibacterium|s__Catenibacterium_mitsuokai	68	0	105	19	1133	24	163	13	92	188	30	152	13	201	15	57	27	528	22	0	48	118	0	29	0	39	0	0	20	88	902	271	45	161	57	0	0	14	47	0	23	0	89	182	33	16	1780	0	7684	0	10	0	20	70	76	72	0	0	0	20	0	16	61	105	0	11	0	0	309	10	249	154	160	98	481	465	57	112	36	240	604	50	52	0	412	0	0	4191	66	493	84	44	72	0	68	21	19	178	0	0	118	0	51	22
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Catenibacterium|s__Catenibacterium_sp000437715	29	0	24	0	10	123	0	13	92	50	24	185	0	141	0	22	15	134	0	0	19	18	17	23	0	16	10	37	0	51	2881	0	24	44	12	0	25	10	0	0	0	0	13	15	67	41	4726	39	25207	96	14	0	37	12	23	0	0	0	0	24	25	10	19	11	0	0	12	55	18	0	38	10	207	0	19	49	13	36	0	60	0	0	0	0	56	0	0	18879	38	428	12	16	64	60	51	0	0	20	0	0	25	0	0	39
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Catenibacterium|s__Catenibacterium_sp900540665	0	0	0	0	52	0	0	77	0	181	0	156	0	776	0	287	0	0	0	0	0	0	0	0	0	0	0	0	0	509	19158	0	191	0	91	0	69	122	0	0	0	0	81	0	291	43	34957	267	160497	210	0	0	0	123	251	94	0	0	48	325	64	62	0	0	0	0	745	0	0	0	0	73	1274	0	0	0	0	0	0	592	111	0	0	0	757	0	0	126951	169	0	0	98	0	75	323	57	0	0	0	0	0	0	29	79
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Catenibacterium|s__Catenibacterium_sp900540685	0	0	0	0	0	0	0	0	0	20	0	0	0	22	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	36	162	0	13	10	0	0	0	0	0	0	0	0	0	0	0	0	340	10	1870	17	0	0	0	12	0	0	0	0	0	11	0	0	0	0	0	0	63	0	0	0	0	0	11	0	0	10	0	0	0	28	0	0	0	0	20	0	0	2059	10	0	0	0	0	0	41	0	11	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Catenibacterium|s__Catenibacterium_sp900764565	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	17	0	0	10	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Catenibacterium|s__Catenibacterium_sp900764725	14	0	0	0	0	31	0	0	34	0	11	0	0	47	0	130	0	30	0	0	0	0	0	0	0	29	54	0	0	128	249	0	13	20	0	0	0	12	0	0	0	0	0	0	0	0	250	0	1811	0	0	0	0	0	0	0	0	0	16	0	220	16	0	0	0	0	0	0	44	0	0	0	144	0	0	22	0	68	0	12	0	0	0	0	28	0	0	1175	0	16	0	0	0	0	20	0	0	0	0	0	13	155	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Catenibacterium|s__MGYG000000547	0	0	0	433	2140	0	0	456	0	0	39	0	0	22	1121	0	0	160	70	11	0	0	0	849	0	75	0	0	0	11	375	94	0	10	0	0	0	0	0	0	0	0	0	221	0	641	310	35	1730	0	0	0	0	335	464	116	0	0	0	0	14	0	92	232	0	0	1717	0	0	24	11	55	638	85	12	38	32	0	4380	30	27	212	212	0	0	0	0	759	924	12	193	11	401	367	0	0	0	0	0	0	449	0	224	24
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Coprobacillus|s__Coprobacillus_cateniformis	40	12	954	340	1680	1892	52	844	33	64	60	101	0	233	41	4627	60	97	24	0	16	30335	19	0	17	43	16	542	51	849	83	4621	129	253	281	42	513	412	31	72	176	912	139	56	90	37	2147	355	1459	10040	162	70	474	20	284	278	23	0	254	107	17	102	4677	55	0	11	0	372	56	38	10286	16	1129	64	141	79	15	35	23	196	49	582	3838	0	151	0	0	18	3868	43	23	932	65	1101	13	12	168	52	11	0	875	0	63	28
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_ramosum	98	143	113	261	13368	472815	18975	72	89875	183	272	183	17	142	129	2872	93	4437	42	144	7730	2041	567	543	108	966	53654	20752	3133370	3042	55	27711	365	120	260	30891	6617	15209	184	1070	170732	53852	206	11984	276	2099	117	404	877	20225	16940	1599	378085	2206	645	152	65630	291	82243	180	817	18342	412	312	143	514194	155	45279	82	41	121746	860	461	442	96	524	52	286	426780	26213	248	34	2107	167	887	342	74	30	509	121237	67	4616	17378	8149	8170	52	293	35185	180	8054	130504	39019	13566	273
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_saccharogumia	1030	0	1128	786	2270	12873	0	468	5374	5399	818	2225	343	3534	989	3085	1486	2353	539	0	2170	1322	2017	633	0	2252	2581	1773	71016	4306	299	1898	5993	1215	973	1312	2335	1285	0	337	5703	0	1145	3887	2822	301	1179	2962	1157	11848	926	146	14720	2944	1231	835	9973	0	3572	3030	695	871	2601	322	0	0	454	3278	743	512	4469	800	6424	317	1253	1562	523	14629	14956	6838	2384	823	6165	0	7493	0	0	1049	4011	5106	1532	1000	1337	1057	13564	710	1126	1379	0	0	7395	883	632	516
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_sp002160495	0	0	20	35	16	12	0	26	101	65	406	85	0	0	0	244	0	81	24	0	119	0	14	11	0	41	423	34	19	76	24	0	73	30	40	14	27	64	0	27	58	0	0	55570	106	27	12	56	50	193	0	0	388	1054	20	23	103	0	17	88	34	0	615	0	11	0	0	83	0	10	18	34	23	0	82	179	0	101	7407	56	58	70	103	19	1095	0	0	25	1373	15	20	16	7971	28	1785	20	0	19	0	0	166	0	0	19
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_spiroforme	0	0	2762	1713	8934	7031	1434	2399	12361	0	2344	0	564	961	0	248	1595	6532	171	0	5516	294	1454	10	0	1838	6434	1560	186	9898	346	72	0	4804	661	3682	276	2450	0	965	16011	11	0	3388	8109	874	54	421	33	7793	11	0	9475	678	16	5012	69692	27	196	55	498	360	629	2186	20	24	24	19297	0	178	3854	230	38	0	928	1188	1311	123	16695	6801	1783	0	0	18	54	52	0	0	7203	2690	2718	271	3882	6459	13004	0	0	136	14	0	26199	10	3090	2254
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Faecalibacillus|s__Faecalibacillus_faecis	396	186	25539	1391	45	103	20	265	65	2347	258	3591	112	2389	22	5342	872	69307	317	178	57476	31	1699	7755	18	1513	127	23	29	10157	159	38	8049	7835	1226	15	35	224	27	64	14	21	36955	14	5037	90	86	4558	599	65	118	18	66	2012	1638	1008	0	15	35	116574	1279	248	478	67	31	27	0	0	2379	5639	0	427	2116	298	2687	5657	2479	2136	39	431916	1569	9812	400	24	7263	21	17	173	2995	35	69549	191	24	45	2512	10262	2542	29	19	15	244	32	20	371
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Faecalibacillus|s__Faecalibacillus_intestinalis	7463	37	866	27147	22	83	39	3738	31	43444	9644	45594	3901	33405	11	51115	7628	1045	2872	3453	1018	12	26197	4819	15	26604	120	23	39	201558	27	22	65149	10090	16375	0	20	20	22	114	16	0	356	26	136056	186	31	40691	105	69	55	26	622	3845	33955	22092	10	20	102	23143	19315	5043	3237	14	117	17	0	59	5746	4556	42	6966	19424	6367	37594	18683	6652	70424	760	11111	28881	9564	4768	48	279999	20	12	3142	5956	108	1312	16	29	41	4295	623	10544	20	36	18	37	57	16	10104
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Faecalibacillus|s__Faecalibacillus_sp003480255	0	0	0	0	0	50	0	0	14	15	101	16	0	16	0	53	12	33	0	0	15	21	22	0	0	31	44	0	0	38	0	0	22	11	0	0	0	0	0	0	0	0	17	19	0	0	10	19	95	57	38	0	24	21	24	14	94	0	0	0	13	73	0	0	0	0	0	0	58	15	36	0	220	0	0	29	0	35	74	28	0	19	14	0	17	0	0	60	11	0	20	0	0	25	18	66	15	0	0	0	28	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Faecalibacillus|s__Faecalibacillus_sp900544435	295	0	277	765	17	139	0	120	26	1994	255	1313	95	1152	0	3686	655	725	109	104	311	0	879	393	0	706	14	11	51	5912	0	24	2391	389	1062	0	19	0	0	1518	0	18	414	0	4852	1986	73	2144	21	10	0	0	148	73366	1024	605	16	0	29	945	813	152	11649	0	19	229	13	16	183	578	45	194	1262	168	908	702	214	1597	98	1908	760	378	2836	12	10047	0	0	109	110912	10	548	0	0	18	87334	47	269	17	28	0	52	13	0	1995
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Longibaculum|s__Longibaculum_muris	0	14	88	82	14008	30	0	0	0	143	0	0	0	58	0	10	0	0	0	0	0	2763	82	11	0	69	11	39479	42	1044	13	39	158	0	24	39	56209	29890	10	0	0	95	0	0	44	1318	63	19094	13	51	17	37	15	919	12	64	0	0	16	1765	0	0	0	0	12	0	0	29	0	0	0	11	0	0	0	13	12	0	23	0	95	22	4467	0	16	0	0	0	0	13	348	0	64	0	22	0	0	0	0	0	40	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Longibaculum|s__Longibaculum_sp900538465	0	0	10	0	151	134	85	0	0	0	110	0	0	11	0	435	0	30	0	0	13	140	0	0	0	0	167	184	48	20	10	3858	0	16	0	0	527	1118	0	0	23	183	0	0	0	12	0	139	0	55	506	80	284	122	0	0	109	479	10	32	0	0	57	0	0	0	0	14	0	24	62	0	23	0	0	0	0	0	50	0	0	0	79	388	0	0	142	74	0	83	21	0	6470	365	0	0	0	14	89	204	0	71	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Massiliomicrobiota|s__Massiliomicrobiota_sp002160815	53	0	65	474	84	118	45	81	699	85	1683	0	49	390	1334	52	515	873	130	301	539	161	51	57	0	196	3190	77	126	291	254	10429	274	189	27	226	163	328	15	3520	482	0	235	4392	167	29	152	22	11	307053	13	14	1521	12	54	84	19459	12	260	19	71	25	222	103	0	17	25	3210	69	10	131	200	491	33	82	218	20	3157	1771	230	1415	0	279	0	588	0	0	41	68	88	226	389	437	398	860	2625	40	96	10	19	49749	18	261	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Massiliomicrobiota|s__Massiliomicrobiota_sp002160865	1334	10	1200	4363	5330	1221	885	1177	1048	211	3780	206	332	2622	901	772	1033	1331	236	84	4587	3068	3093	1776	16	142	998	108	2785	246	631	1713	2134	659	1149	3089	125	528	329	806	571	99	1872	27874	1150	234	923	2156	169	29260	159	99	34259	1654	294	705	2131	556	6762	782	823	151	1893	2134	60	59	83	481	354	422	501	763	555	651	285	2016	258	1906	39933	251	2294	759	1036	15	192	0	16	795	1219	1209	2237	594	400	5506	11159	597	649	1492	20	357	5111	374	3700	1032
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Stoquefichus|s__Stoquefichus_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	13	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	35	0	0	0	37	0	20	0	0	18	0	10	99	0	0	12	0	0	0	176	0	0	0	0	0	34	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	15	0	0	25	0	0	0	0	0	18	0	0	0	0	10	0	0	0	0	0	0	14	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Stoquefichus|s__Stoquefichus_sp001244545	20	0	31	10	306	34	0	22	191	300	16	17	0	135	0	14	386	0	28	0	0	39	0	0	0	3153	0	0	0	511	0	583	24	418	0	10	0	0	0	0	0	0	22	19	0	32	40	175	143	45	20	10	0	0	960	41	0	0	0	33	300	11	0	25	0	0	0	0	60	44	127	519	0	24	37	230	18	18	0	10	25	0	13	0	644	0	0	195	11	153	24	261	0	0	603	0	0	378	0	0	15	0	0	176
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Absicoccus|s__Absicoccus_porci	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	0	0	0	24	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Absicoccus|s__Absicoccus_sp000434355	19	0	90	23	40	17	0	31	14	88	0	182	35	27	15	62	13	73	521	0	15	0	0	0	0	11	0	11	12	17	38	0	34	294	18	0	0	0	0	0	0	52	15	23	331	0	95	15	412	0	18	0	22	13	124	17	0	0	0	17	63	10	27	0	0	0	26	0	76	70	0	114	25	18	22	21	13	79	15	0	0	93	17	0	11	0	0	24	0	0	11	10	17	0	244	11	29	29	0	0	20	0	0	115
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Amedibacillus|s__Amedibacillus_dolichus	219	0	325	97	85	26180	19	21	25	71	36	59	0	32	320	198	38	93	0	0	30	114	0	14	0	22	23	158	0	62	11	963	125	50	89	0	16066	2538	0	12	30	52	17	712	429	182	52	18	438	47	15	221	55	70	71	10	34	0	28393	39	151	3672	17	29	0	0	0	0	18	59	0	33	189	31	23	104	50	32	69	2028	24	0	257	46	6870	50	0	16	574	115	36	58	1171	72	165	13	24	25	0	0	5761	0	25	1611
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Amedibacterium|s__Amedibacterium_intestinale	0	0	103	16	20449	89	42	25	41	14	31	21	0	48	0	119	244	20441	41	17	37	33	16	0	0	44	2175	183	0	14	0	250	59	46	0	715	26285	1686	182	0	157	25	24	11754	334	0	22	247	122	58	92	279	61	38	10	110	106	26	218	0	14	2827	34	0	0	0	818	38	20	49	86	20	20	10	13	48	28	12	367	123	10	0	63	0	358	0	0	46	39	2188	315	41	10	102907	325	0	14	928	18	12	239	194	32	26
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__Bulleidia_massiliensis_B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__Bulleidia_moorei	79	0	11	11	12	59	11	34	33	18	22	28	24	13	0	67	0	30	32	0	0	51	0	0	0	120	649	295	29	53	0	0	59	66	481	10	0	0	899	307	0	19	0	12	0	0	10	27	135	51	55	10	13	0	18	0	0	0	43	0	36	0	53	0	0	0	11	0	47	41	26	179	0	13	89	74	248	0	43	15	93	18	44	720	102	0	0	14	20	0	0	17	25	18	0	15	23	0	33	0	0	14	0	22
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__Bulleidia_sp900539965	0	0	12	0	0	0	0	0	0	11	0	27	0	20	0	25	0	0	48	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	11	0	0	0	0	43652	0	0	0	0	0	12	0	0	0	0	0	0	0	14	0	0	0	0	0	11133	0	0	12	21	0	20	14	0	234	0	0	0	0	0	0	37	0	0	21	0	0	0	10	0	45	23	0	14	0	0	0	0	0	36	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__Bulleidia_sp900554555	0	0	0	15	16	34	0	0	20	11	0	16	23	0	51	55	94	26	28	97	0	29	0	0	28	0	22	0	71	19	0	0	86	45	0	0	45	0	32	38	21	0	0	0	12	0	0	0	20	16	17	0	0	0	0	0	0	0	360	0	112	0	18	19	0	0	0	0	28	43	18	17	0	0	34	44	31	0	69	13	24	10	0	45	105	30	20	14	0	12	20	0	0	0	13	0	0	10	100	33	11	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__MGYG000000662	93	0	0	0	93	0	0	0	58	0	0	41	0	87	50	0	145	0	0	0	0	16	0	17	0	0	0	0	0	0	103	0	38	0	165	20	172	0	0	0	262	0	0	25	446	41	18	46	166	37	27	0	10	24	169	0	0	0	964	109	14	0	123	30	0	0	108	0	3264	28	0	0	58	93	0	0	0	24	0	0	0	0	138	0	170	0	0	285	59	132	21	0	472	18	0	21	0	0	0	0	104	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__MGYG000000699	546	0	428	89	443	585	0	417	2125	553	752	576	397	645	392	1005	208	1953	190	76	451	121	784	275	0	2215	559	537	0	832	111	204	934	738	614	0	126	1320	0	38	0	0	317	636	179	148	384	231	422	674	685	0	510	265	726	612	0	0	812	1316	358	3718	827	244	0	0	273	229	203	275	1722	547	1036	431	842	615	79	682	206	1571	410	349	410	0	2009	11	0	110	712	24	503	612	1111	857	1214	37	120	145	0	0	670	85	1500	258
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__MGYG000001826	222	0	2777	150	1364	1048	0	77	597	311	867	4628	154	250	216	2455	234	3857	0	62	403	232	720	220	0	730	1216	1116	0	1005	436	0	661	1144	233	0	1123	3872	0	375	0	0	325	7644	430	418	859	314	6329	351	0	0	2203	90	216	189	0	0	1523	898	225	890	1653	102	0	0	0	0	4920	0	1209	1011	7635	351	253	482	192	12755	0	418	244	193	143	0	1717	0	0	119	224	0	132	2205	163	2432	2424	183	1469	253	0	0	2854	0	142	101
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__MGYG000003586	0	0	0	0	0	0	0	0	0	0	0	1250	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__MGYG000004591	39	0	0	32	60	26	0	0	86	53	13	60	47	10	73	48	0	122	64	0	0	165	0	0	0	72	229	110	0	130	0	0	159	169	10	37	13	0	140	0	0	44	13	44	33	10	35	26	77	133	120	10	0	0	27	37	0	0	197	25	33	0	133	22	0	0	0	36	53	104	16	0	0	13	195	104	0	0	137	90	10	49	35	437	404	0	0	42	25	119	31	112	32	17	177	0	10	40	11	0	12	0	23	40
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Clostridium_AQ|s__Clostridium_AQ_innocuum	1462	60	1708	2628	15394	127901	57291	1644	3898	2309	1173	1996	299	1708	1682	1432	1702	67586	269	1356	3571	5757	5000	3686	41	1866	107682	112067	63	14483	234	15362	3372	474	680	873	2355	3325	82	5287	129709	57023	2869	53865	381	448	3028	4016	1648	33348	17222	2169	261636	4988	435	437	212563	38377	29283	2729	1925	3679	1518	497	39	66	84	6771	1937	313	213347	2441	2466	140	833	8827	1081	6919	3888	20425	2010	2490	3639	42	1417	303	39	743	5686	51401	558	2581	3133	9116	5898	261	1140	1250	102	2451	3796	79	12207	379
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Clostridium_AQ|s__Clostridium_AQ_sp000165065	60	0	35	1515	1069	6814	87	709	58	325	0	18	12	132	35	18	36	336	14	11	0	273	556	12	0	297	303	1035	0	92	2258	190	145	48	54	5130	113	92	0	0	48	120	618	5831	2437	4898	152	2501	30	63	205	59	541	80	31	401	62	57	398	9694	2431	373	29	480	0	693	19	91	35	68	555	31	80	47	67	47	392	15	46854	3873	37	39	15	0	1238	66	0	101	392	9444	51	120	20	101	3924	53	135	81	14	0	1035	0	1306	21
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Clostridium_AQ|s__Clostridium_AQ_sp003481775	256	18	505	123	2094	1460	868	1458	136	208	52	96	245	366	61	68	114	2766	38	82	618	11464	93	53	0	101	1496	1283	85	2310	81	631	969	853	97	2147	104	1762	22	353	1538	738	1057	555	77	1954	703	691	121	501	1328	68	3740	517	238	281	2359	402	513	2285	52	836	284	991	0	11	338	186	59	52	3363	478	538	10	101	486	76	212	7675	1740	331	143	86	0	120	35	0	56	316	1603	48	128	932	1020	1935	40	476	140	15	81	6790	17	318	239
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Clostridium_AQ|s__Clostridium_AQ_sp900552125	2170	0	565	2510	1470	1936	71	181	1649	1215	1715	1108	733	2074	2421	1215	1241	1990	612	133	534	399	678	140	0	1148	706	554	10	3663	256	2323	2453	2335	235	133	609	242	335	0	205	1992	1327	2800	842	550	2249	783	2397	403	1515	448	2473	241	3667	1220	68	194	624	1475	869	773	216	154	0	0	393	165	442	170	5233	802	1737	430	1527	703	280	1556	46021	581	1104	213	1026	0	3235	118	0	1693	1149	892	766	254	914	761	2063	509	523	264	0	18	4473	121	268	757
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__DONG20-135|s__DONG20-135_sp009831105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	43	0	0
