	SRR1778456	SRR341581	SRR341582	SRR341584	SRR341590	SRR341591	SRR341592	SRR341594	SRR341595	SRR341597	SRR341598	SRR341607	SRR341608	SRR341609	SRR341610	SRR341611	SRR341613	SRR341614	SRR341618	SRR341619	SRR341625	SRR341627	SRR341633	SRR341635	SRR341636	SRR341637	SRR341642	SRR341644	SRR341645	SRR341646	SRR341647	SRR341648	SRR341649	SRR341651	SRR341652	SRR341658	SRR341660	SRR341662	SRR341663	SRR341664	SRR341669	SRR341673	SRR341677	SRR341678	SRR341679	SRR341680	SRR341683	SRR341685	SRR341687	SRR341688	SRR341689	SRR341690	SRR341693	SRR341694	SRR341699	SRR341700	SRR341706	SRR341707	SRR341708	SRR341710	SRR341712	SRR341713	SRR341714	SRR341715	SRR341716	SRR341717	SRR341718	SRR341719	SRR341720	SRR341724	SRR341725	SRR413615	SRR413626	SRR413632	SRR413633	SRR413634	SRR413668	SRR413669	SRR413670	SRR413671	SRR413672	SRR413673	SRR413680	SRR413714	SRR413721	SRR413728	SRR413738	SRR413742	SRR413746	SRR413754	SRR413756	SRR413768	SRR413769	SRR413772
k__Bacteria|p__Firmicutes|c__Bacilli|o__RFN20|f__CAG-449|g__CAG-449|s__MGYG000004440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RFN20|f__CAG-449|g__UBA3210|s__UBA3210_sp900755065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RFN20|f__CAG-631|g__CAG-631|s__CAG-631_sp000433015	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RFN20|f__CAG-631|g__CAG-631|s__CAG-631_sp900754115	20	0	74	0	412	0	32	0	153	0	0	0	0	0	0	0	0	101	28	161	41	435	0	0	0	190	0	0	28	2011	0	0	275	0	0	0	140	210	0	67	973	0	0	0	1760	0	0	0	62	0	0	0	0	278	0	186	2184	0	717	674	27	0	555	0	2073	0	82	0	0	0	0	1459	1481	0	0	274	0	0	0	79	0	0	1283	0	241	0	2713	0	472	85	0	0	128	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RFN20|f__CAG-631|g__CAG-631|s__CAG-631_sp900762575	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	758	0	0	847	0	10	0	0	554	0	0	0	0	261	1004	0	0	0	257	0	0	0	0	0	233	0	0	0	0	0	106	487	0	0	0	0	0	0	0	0	0	0	0	0	436	0	0	0	198	11	0	0	0	0	0	0	946	0	73	0	0	16	46	0	281	0	0	0	21	0	0	0	0	0	0	80	0	217	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RFN20|f__CAG-631|g__CAG-631|s__MGYG000001800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	37	0	54	0	0	0	766	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RFN20|f__CAG-631|g__MGYG000004029|s__MGYG000004029	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	12	0	62	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	29	60	0	0	0	187	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	12	17	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RFN20|f__CAG-826|g__RUG131|s__RUG131_sp900315885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RFN20|f__CAG-826|g__RUG131|s__RUG131_sp900549975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RFN20|f__CAG-826|g__UBA4855|s__UBA4855_sp900540395	188	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	1008	0	0	97	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	0	0	0	628	0	0	0	0	0	1835	0	17	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	37	0	0	0	492	0	41	31	85	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RFN20|f__CAG-826|g__UBA4951|s__UBA4951_sp900540385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Staphylococcales|f__Gemellaceae|g__Gemella|s__Gemella_morbillorum	566	313	271	37	115	147	0	382	20	163	0	204	25	0	565	0	20	23	843	61	17	850	236	23	502	32	26	26	320	0	43	44	30	283	134	119	10	63	20	12	49	77	77	257	19	11	1305	195	234	0	57	585	1001	41	114	169	139	205	40	0	22	71	122	77	19	94	14	11	110	164	536	788	14	10	320	89	0	0	0	17	17	67	424	28	820	276	289	38	18	56	0	380	24	55
k__Bacteria|p__Firmicutes|c__Bacilli|o__Staphylococcales|f__Gemellaceae|g__Gemella|s__Gemella_sanguinis	169	117	42	110	0	267	39	0	46	2215	25	71	0	0	0	0	187	47	84	64	35	0	198	132	0	33	46	137	269	0	207	64	821	198	945	0	379	21	0	124	0	249	77	795	0	1086	66	49	349	0	394	36	120	104	167	47	0	181	133	44	291	668	579	1488	40	55	40	135	695	447	282	646	231	0	1497	48	435	0	261	62	289	406	218	87	202	335	554	160	49	0	0	2604	72	305
k__Bacteria|p__Firmicutes|c__Bacilli|o__Staphylococcales|f__Gemellaceae|g__Gemella|s__Gemella_sp002871655	0	0	0	0	0	20	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	35	0	19	0	0	0	0	0	0	10	0	0	0	0	0	0	26	0	0	17	19	60	21	0	0	0	0	0	13	0	13	0	0	35	0	0	0	0	0	0	0	14	0	0	0	20	0	0	0	0	42	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Staphylococcales|f__Gemellaceae|g__Gemella|s__Gemella_sp900555985	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	38	0	18	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Staphylococcales|f__Gemellaceae|g__Gemella|s__Gemella_sp900766305	0	13	0	0	0	47	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	15	0	27	0	99	0	11	0	0	0	0	30	22	15	0	0	0	0	0	0	24	0	0	0	0	0	0	25	0	0	17	11	59	23	0	0	0	0	0	0	130	22	0	0	47	0	0	0	0	0	0	0	13	0	0	0	115	10	0	0	0	62	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Staphylococcales|f__Gemellaceae|g__Gemella|s__MGYG000002909	0	0	0	0	0	28	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	22	0	12	0	0	0	0	0	0	15	0	0	0	0	0	0	23	0	0	16	0	34	0	0	0	0	0	0	0	0	17	0	0	30	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	41	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Staphylococcales|f__Salinicoccaceae|g__Nosocomiicoccus|s__Nosocomiicoccus_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Staphylococcales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_argenteus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Staphylococcales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_aureus	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	73	21	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	21	0	0	0	0	0	0	0	0	109	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Staphylococcales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_capitis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Staphylococcales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_epidermidis	0	0	0	18	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Staphylococcales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_haemolyticus_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Staphylococcales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_nepalensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Staphylococcales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_warneri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Staphylococcales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_xylosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Staphylococcales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_xylosus_B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Cetobacterium_A|s__Cetobacterium_A_somerae	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Cetobacterium_A|s__Cetobacterium_A_sp900766645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	111	0	0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_A|s__Fusobacterium_A_mortiferum	26	0	77	147336	26	4448	0	0	175	14	2432	511	73	1098	380047	37794	11388	58	0	160	41	69	890	0	0	0	23	49	0	0	0	0	0	489	425446	0	0	193056	296	183	0	6960	111	35	0	95	733	238653	35	0	44	443	226139	28	47	0	0	0	0	61	0	0	15	0	27	0	0	0	0	0	0	13	0	0	0	46030	0	0	0	0	8623	0	18	0	0	16	0	78	13836	0	0	10	0	39
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_A|s__Fusobacterium_A_sp900015295	12	112	19	991	217	166	0	72	137	10	23	327223	0	91	2006	118	174	20	83	0	27	33	36	31	0	44	212	0	36	0	31	84	0	13	192	0	0	53	68	37	0	0	10	0	72	99	92	404	0	154	157	276	1250	0	19	0	18	23	33	0	23	132	0	0	18	29	14	132	209	2267	0	0	16	41	0	100	13	0	0	0	65	165	69	0	0	85	0	121	93	22	0	0	71	57
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_A|s__Fusobacterium_A_sp900543175	0	0	137	0	0	35613	0	0	105	0	0	0	225	273	46616	22509	40421	0	0	139	0	0	799	0	0	0	0	0	0	0	0	0	0	486259	27343	0	0	0	0	0	0	0	0	0	0	0	0	14422	0	0	0	0	0	0	72	0	14	11	0	0	0	0	0	45	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	2719	72	0	0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_A|s__Fusobacterium_A_sp900549465	19	38	0	1413	12	120	0	0	0	11	29	79	0	20	455	60	128	17	0	24	0	18	86	0	22	0	0	0	0	39	0	0	17	0	1273	48	0	504	144	16	0	37	4885	182	0	0	22	2580	0	0	78	14	899	0	0	0	20	241	0	17	12	0	73	27	0	18	0	12	17	17	0	24	14	0	44	85	0	0	0	0	46	0	0	16	174	1861	0	60	204	94	0	12	12	62
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_A|s__Fusobacterium_A_sp900555485	0	0	0	1071	0	94	0	0	0	0	17	161	0	0	923	172	144	0	0	0	0	0	723	0	0	0	0	0	0	0	0	0	0	177	2884	0	0	373	0	0	0	20	39	0	0	0	0	4518	0	0	0	0	680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	59	0	0	0	0	0	0	0	167	0	0	0	0	0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_A|s__Fusobacterium_A_sp900555845	0	48	60	0	38	3329	224	26	0	422	57	111	27	11	43	1315	2313	0	0	15	0	22	73	10	0	0	0	30	0	47	0	17	0	38054	34	37	102	0	0	26	0	0	50	0	0	0	0	0	19	0	16	44	0	0	16	0	0	0	0	0	0	23	0	0	0	36	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	15	43	0	11	76	0	130	68	0	842	0	30	0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_A|s__Fusobacterium_A_sp900764925	55	333	352	22037	275	147	32	59	164	304	925	1539	18	53	18388	111	112	40	85	37	53	206	211027	61	9569	84	483	1072	130	0	117	52	0	337	41418	310	33	26668	641	133	154	1020	130	0	119	0	147	26990	127	110	758	103	28675	0	45	20	80	305	70	349	63	66	51	0	0	1370	37	449	0	0	205	186	160	0	52	4019	0	68	1610	31	1473	0	80	0	0	558	72	64	2821	35	0	0	0	175
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_A|s__Fusobacterium_A_ulcerans	0	6409	190	2975	0	0	233	0	0	9499	0	97457	0	0	0	0	0	0	0	0	0	0	301	0	4924	0	0	82394	327	0	212	168	0	897	0	0	0	0	15359	0	0	0	347170	0	0	0	0	4312	0	0	0	2015	4936	4360	0	0	0	0	187	247	0	2884	0	0	0	13060	152	0	0	3219	1263	0	0	0	0	2057	0	0	1130	0	0	0	0	0	0	0	0	0	1489	0	0	0	0	0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_A|s__Fusobacterium_A_ulcerans_A	283	1524	253	1113	565	932	541	780	386	4404	1154	1273	275	524	1003	965	91	358	601	134	657	359	1522	935	1151	142	510	161292	421	623	108	1278	1555	2642	3405	1043	2683	555	20990	1350	165	330	5018	1602	2665	1613	1670	3038	325	386	3615	1195	2828	2734	152	542	200	954	2156	339	314	8398	2653	1606	220	2028	670	858	495	3833	2288	1948	3017	911	923	2793	52	6292	1514	105	68	314	2609	420	678	496	1272	862	3212	1215	4710	4827	458	296
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_A|s__Fusobacterium_A_varium	0	31253	2680	1829	35	420	0	79	0	56974	32	1066	12	0	1161	20	0	46	35	0	0	23	28004	0	72331	0	3658	430	0	0	0	0	0	29844	17	18	0	17	79673	364	0	0	2066	0	28	0	0	972	0	0	2206	25	158	23683	0	22	0	0	0	3332	59	8088	0	12	202	68830	0	0	0	13128	3314	0	369	0	16	0	0	0	29	0	0	0	0	20	205	0	0	29	3614	19	0	270	0	0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_A|s__Fusobacterium_A_varium_A	39	183	75	24	0	19	203	21	0	677	0	719	0	75	143	113	0	28	0	10	62	20	599	12	250	321	15	1178	14	36	11	13	167	126	2233	22	159	0	1042	10	0	18	1184	769	160	0	92	10	0	0	10	23	77	40	99	33	42	15	17	66	11	268	225	237	10	146	0	34	28	341	808	83	0	0	880	15	10	0	0	20	13	34	15	10	12	80	61	28	24	0	0	619	110	0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_B|s__Fusobacterium_B_sp900541465	0	0	14	497	0	63819	0	0	48	0	0	0	0	0	0	9878	190	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	37	2154	104	0	0	0	16	0	0	0	26	655	18	62	0	0	0	0	30	0	0	0	10	0	0	0	0	41	0	14	0	35	0	0	0	0	257	0	29	0	0	0	66	0	0	0	0	0	0	0	0	47	27	25	0	0	0	0	343	145	0	0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_B|s__Fusobacterium_B_sp900542625	0	0	0	0	0	34	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_B|s__Fusobacterium_B_sp900545035	0	0	0	0	0	41	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_B|s__Fusobacterium_B_sp900554355	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	655	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_B|s__Fusobacterium_B_sp900554885	0	50	0	140	26	1364	0	0	0	0	0	26	0	14	690	490	1528	0	0	0	0	12	217	0	0	0	0	34	0	0	0	30	0	13574	1237	0	0	378	51	16	0	20	54	18	0	293	55	359	0	70	0	75	571	0	0	0	0	12	21	0	17	157	0	10	0	0	0	0	597	6594	43	0	0	261	10	203	67	0	0	0	61	151	79	0	0	0	0	0	117	0	1999	0	0	14
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_B|s__MGYG000004742	16	35	27	18	36	64	0	26	53	44	10	10	0	15	36	39	12	25	30	0	12	16	0	11	72	0	104	120	0	10	52	42	26	86	100	0	30	13	59	42	12	20	23	21	61	18	46	25	0	0	18	0	102	0	22	18	71	474	150	75	37	217	81	276	21	20	46	24	36	27	225	183	53	28	43	15	29	13	0	0	0	215	64	21	15	0	12	190	0	85	0	80	39	88
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_C|s__Fusobacterium_C_gonidiaformans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_C|s__Fusobacterium_C_necrophorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_animalis	0	0	0	0	0	23	0	0	0	166	0	0	59	0	0	0	0	0	0	0	0	0	82	0	196	0	0	0	43	15	0	0	16	113	17	0	0	0	0	0	0	0	31	0	0	0	0	0	0	57	0	0	64	0	21	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	16	0	0	72	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_massiliense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
