	DRR127476	DRR127478	DRR127485	DRR127488	DRR127491	DRR127507	DRR127514	DRR127517	DRR127519	DRR127521	DRR127524	DRR127532	DRR127535	DRR127536	DRR127537	DRR127546	DRR127552	DRR127557	DRR127559	DRR127567	DRR127579	DRR127583	DRR127588	DRR127594	DRR127596	DRR127597	DRR127603	DRR127613	DRR127617	DRR127625	DRR127634	DRR127646	DRR127647	DRR127649	DRR127666	DRR127669	DRR127672	DRR127685	DRR127704	DRR127707	DRR127718	DRR127720	DRR127724	DRR127728	DRR127731	DRR127736	DRR127737	DRR127748	DRR127751	DRR127752	DRR127774	DRR162775	DRR162776	DRR162777
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Franconibacter|s__Franconibacter_helveticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Hafnia|s__Hafnia_alvei	0	666	0	0	0	0	0	0	0	0	2376	0	0	0	0	0	0	703	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Hafnia|s__Hafnia_paralvei	0	0	17	0	0	0	0	0	0	0	2763	0	0	0	0	0	0	8735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella_A|s__Klebsiella_A_grimontii	31	0	0	0	0	18	0	0	15	37	1932	51	32	0	4393	11	0	876	19	28586	0	100	0	0	4804	74	0	17	8035	421	0	0	0	673	0	0	0	5342	0	0	0	1309	0	23	0	57	0	15	2861	12	0	513	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella_A|s__Klebsiella_A_indica	0	18	0	0	0	0	0	0	0	10	117	0	0	0	21	10	0	310	21	4521	0	0	0	0	252	0	0	10	20	0	0	0	0	53	0	0	0	38	0	0	143	326	0	0	0	13	286	0	27	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella_A|s__Klebsiella_A_michiganensis	83	0	23	0	0	20	0	0	0	42	1504	0	643	0	10005	23	0	19926	0	2550	72	0	0	0	23485	44	0	37	19309	79	0	0	0	42334	0	0	0	16666	0	0	10	246	0	0	0	31	13	0	7926	12	0	303	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella_A|s__Klebsiella_A_oxytoca	616	0	570	0	0	0	0	0	0	0	51	0	14	0	270	18	0	327	101	853	0	0	0	0	190	0	0	160	364	1863	0	0	0	286	24	22	0	2666105	0	0	13	0	304	0	0	0	158	0	764021	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_aerogenes	0	0	14572	0	0	0	527	0	0	0	1725	0	100117	0	307	0	0	57007	1379	66219	66	0	0	0	1485	146	0	29091	5087	0	0	0	0	108	0	0	0	468	655	1794	810	15758	0	0	0	0	4203	176	11842	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae	214	306	42	0	407	23	0	24	12	16	81295	0	34	226	960	408	0	1049	161	379544	1709	3491	93	0	1222	5870	0	526	867	9070	37	0	19	1751	148	0	0	6767	0	21	11250	199814	0	452	0	4603	185483	0	8674	63	16	25	559	25
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_quasipneumoniae	257	0	22	0	46	0	0	0	502	666	1299	0	18	0	90	0	0	94939	52839	941394	21	17	0	0	4722	169	0	44411	26	52	15	0	11	239	0	15	0	186	0	0	2353	801	0	15	0	172	719	0	108	0	11	130	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_quasivariicola	69	117	125	0	24	186	166	0	1222	0	572	25	0	533	720	295	451	217	178	14293	0	56	0	51	1569	170	10	96	182	178	754	0	646	203	75	0	161	50	153	711	586	523	441	1597	0	243	675	244	10	788	32	504	0	74
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_variicola	5537	950	656	0	916	4430	1385	0	787	2605	97134	0	653	0	76366	3944	0	124727	24631	5047867	626	9892	333	0	56025	19489	0	23691	5205	11111	0	425	0	119	0	0	0	223448	0	0	24607	205594	0	5895	0	5993	176953	0	14378	0	0	753	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__MGYG000003882	12	21	40	0	0	14	12	0	128	0	10	0	167	71	90	23	57	49	13	126	0	0	0	0	0	0	0	0	0	0	14	0	27	0	0	0	0	0	12	63	31	15	54	320	0	42	0	33	0	101	0	19	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kluyvera|s__Kluyvera_ascorbata	280	26	11	0	0	0	146	15	0	99	1513	267	14	37	144	24	15	121	0	3777	19	1278	0	14	589	11	0	6846	95	26	12	0	583	0	0	0	0	60	0	0	0	113	27	30	158	568	12	37	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kluyvera|s__Kluyvera_ascorbata_B	0	70	76	20	0	0	0	54	0	936	1182	0	14	0	117	12	0	42	0	8503	0	91	0	0	441	11	0	147	598	68	94	0	0	0	0	0	0	37	0	0	21845	3018	0	0	32	87	0	0	116	10	0	0	20	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kluyvera|s__Kluyvera_sp902363335	0	0	11	0	0	0	0	0	0	0	39	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	14	147	0	0	0	0	0	0	0	0	865	0	0	0	0	190	0	0	0	12	0	171	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kosakonia|s__Kosakonia_cowanii	16	25	40	0	0	57	33	0	389	0	0	10	0	180	170	104	129	17	59	0	0	0	0	0	85	14	0	0	0	28	269	0	78	11	0	0	34	0	11	179	53	22	133	888	0	52	12	47	0	176	16	197	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Leclercia|s__Leclercia_adecarboxylata_C	0	96	0	0	0	0	0	0	0	48	63	0	0	0	12	330	0	43	0	13	0	175	0	0	2157	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Leminorella|s__Leminorella_grimontii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	769	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Leminorella|s__Leminorella_richardii	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Mixta|s__Mixta_calida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Moellerella|s__Moellerella_wisconsensis	0	187	0	0	0	20	80	44	0	43	43	60	10	0	37	0	0	27	0	0	30	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	621	43	35	53	36	75	0	0	99	31	41	0	34	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Morganella|s__Morganella_morganii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	922	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	2689	0	4856	0	0	0	0	0	0	10	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Morganella|s__Morganella_morganii_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	197	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Morganella|s__Morganella_morganii_B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Pantoea|s__Pantoea_agglomerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Pantoea|s__Pantoea_ananatis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Pantoea|s__Pantoea_brenneri	0	0	84	0	0	0	27	0	0	0	21	0	0	0	17	0	0	30	0	155	14	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	13	0	0	0	0	40	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Pantoea|s__Pantoea_conspicua	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	85	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Pantoea|s__Pantoea_septica	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	29	0	7614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	946	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Pantoea|s__Pantoea_sp002920175	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Phytobacter|s__Phytobacter_diazotrophicus	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	33	0	3751	0	0	31	0	0	0	130	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Phytobacter|s__Phytobacter_massiliensis	0	0	0	0	0	0	0	0	0	0	110	0	0	24	11	0	0	22	0	627	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	1126	0	0	0	0	0	45	0	0	122	0	300	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Phytobacter|s__Phytobacter_sp002377245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	39	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Phytobacter|s__Phytobacter_ursingii	0	14	0	0	0	0	0	0	0	82	271	0	0	0	65	28	0	87	0	39	0	1603	0	0	95	13	0	0	2185	11	16	0	0	23	0	0	0	0	0	0	6776	551	0	0	0	40	0	0	44	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Pluralibacter|s__Pluralibacter_gergoviae	0	0	0	0	0	0	0	0	0	179	28	0	57	0	21	0	0	98	0	1093	10	19	0	0	18	0	0	50	251	0	0	0	0	15	0	0	0	0	0	0	0	136	18	48	0	17	12	0	126	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Proteus|s__Proteus_cibarius	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	556	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Proteus|s__Proteus_mirabilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Proteus|s__Proteus_penneri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	16	0	0	0	16	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Proteus|s__Proteus_sp001722135	45	0	0	0	0	0	11	0	0	0	0	594	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	665	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	15	0	0	0	47	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Proteus|s__Proteus_sp003144505	0	0	0	0	0	0	0	0	630	0	0	0	0	433	0	574	0	0	0	0	0	0	0	0	919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	643	0	0	0	0	1457	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Proteus|s__Proteus_vulgaris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	4386	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Providencia|s__Providencia_rettgeri	44	374	19	23	0	96	46	441	0	29	45	37	58	30	258	69	34	51	0	279	283	0	114	42	37	15	0	0	0	0	0	0	83	0	0	0	26	0	91	61	1641	77	375	28	211	1614	59	0	167	79	77	0	207	15
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Providencia|s__Providencia_rustigianii	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Providencia|s__Providencia_stuartii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Pseudescherichia|s__Pseudescherichia_sp002298805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Pseudescherichia|s__Pseudescherichia_vulneris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	13	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	13	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Rahnella|s__Rahnella_variigena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Raoultella|s__Raoultella_ornithinolytica	3843	17	10	861	0	0	18	0	258	237	1735	3433	61	0	758	340	19	2092	0	2610	0	74	0	0	357275	617	0	44352	845	7772	0	67	21	227	281	0	0	180	17	26	0	117	109	200	0	11	10	13	45	0	0	702	29	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Salmonella|s__Salmonella_bongori	1121	0	0	0	0	0	0	0	0	0	38	22	0	0	43	0	0	39	0	0	0	0	0	0	0	0	0	0	15	0	0	0	14	11	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Salmonella|s__Salmonella_enterica	46	694	0	0	0	20	0	41	0	13	61	0	17	0	13	0	0	57	0	1695	0	0	0	0	0	0	23	77	0	0	0	0	42	14	0	0	0	171	0	0	1253	41	0	48	12	110	12	0	145	120	48	0	10	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Serratia|s__Serratia_liquefaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Serratia|s__Serratia_marcescens_I	0	0	74	0	0	0	74	48	0	0	117	0	0	0	110	0	10	61	0	27	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	5015	375	0	0	0	0	0	0	0	0	0	0	16	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Serratia|s__Serratia_surfactantfaciens	0	0	0	0	0	0	0	0	0	10	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	19	11	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Serratia|s__Serratia_ureilytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	344	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Superficieibacter|s__Superficieibacter_sp900766525	0	17	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	35	0	0	0	0	0	0	15	0	0	99	0	0	14	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	47	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Yersinia|s__Yersinia_aleksiciae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Yersinia|s__Yersinia_enterocolitica	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Yersinia|s__Yersinia_frederiksenii_C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Yersinia|s__Yersinia_intermedia	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	46	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	11	16	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Yersinia|s__Yersinia_kristensenii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Yokenella|s__Yokenella_regensburgei	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter_segnis	905	30	74	136	18	542	1145	27	38	930	30	0	20	54	554	66	0	0	0	27	0	0	0	0	933	0	0	0	0	0	0	0	0	0	0	0	0	2477	18	34	0	0	0	642	0	0	23	24	136	56	0	0	13	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Pasteurellaceae|g__Haemophilus_A|s__Haemophilus_A_parahaemolyticus	17	0	0	107	0	15	840	14	0	0	16	0	0	14	21	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	812	0	0	0	0	0	0	0	245	0	21	18	0	0	10	36	13
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Pasteurellaceae|g__Haemophilus_A|s__Haemophilus_A_paraphrohaemolyticus	0	0	18	29	0	163	58	157	0	0	0	0	0	0	315	0	0	0	0	0	0	0	92	10	162	0	0	0	0	0	0	0	0	0	36	0	0	46	0	0	0	0	0	47	0	15	14	14	139	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Pasteurellaceae|g__Haemophilus_A|s__Haemophilus_A_sputorum	16	16	15	27	0	70	48	70	83	0	54	0	0	0	88	0	28	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0	0	0	337	0	0	0	33	37	0	0	0	23	0	0	0	0	86	0	0	0	225	15
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Pasteurellaceae|g__Haemophilus_D|s__Haemophilus_D_parainfluenzae	409	603	3081	8912	10	12613	4674	5914	377	15	4907	56	15	1019	38576	83	556	112	15	207	356	68	91	383	5825	0	0	62	205	41	0	23	27	28	3656	1099	0	1654	369	56	0	117	1797	8836	257	169	706	2404	36010	143	178	295	152	43
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Pasteurellaceae|g__Haemophilus_D|s__Haemophilus_D_parainfluenzae_J	45	79	145	821	0	365	116	321	19	0	495	0	0	18	4104	31	142	0	0	22	0	0	0	0	1031	0	0	0	0	13	0	0	0	0	154	16	0	143	33	0	0	0	17	130	38	29	15	26	496	138	41	21	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Pasteurellaceae|g__Haemophilus_D|s__Haemophilus_D_parainfluenzae_K	486	52	313	1229	0	1167	511	309	31	0	2505	0	13	85	5032	161	814	0	0	11	10	0	125	39	26306	20	0	14	23	17	0	0	17	0	2153	91	0	793	397	49	0	11	60	179	160	13	33	103	1557	112	289	21	26	11
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Pasteurellaceae|g__Haemophilus_D|s__Haemophilus_D_parainfluenzae_L	101	135	561	1004	0	778	664	297	15	0	1377	0	12	74	3453	197	240	0	0	10	0	0	31	0	7623	0	0	0	0	15	0	0	0	16	1642	22	0	1859	161	108	0	0	12	78	89	42	52	95	631	194	118	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Pasteurellaceae|g__Haemophilus_D|s__Haemophilus_D_parainfluenzae_M	86	58	294	858	0	1079	220	560	27	0	544	0	0	20	2354	72	149	0	0	27	11	0	33	0	2226	0	0	0	20	32	0	0	0	0	774	41	0	189	78	10	0	0	40	224	60	44	46	63	1141	505	263	30	31	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Pasteurellaceae|g__Haemophilus_D|s__Haemophilus_D_parainfluenzae_N	177	67	503	940	0	838	609	576	14	0	3946	0	0	65	5016	91	251	0	12	23	25	0	26	48	3971	0	0	0	25	23	0	0	0	11	906	45	0	720	791	16	0	0	98	506	72	15	632	252	2758	270	217	23	29	36
