	ERR1018185	ERR1018186	ERR1018187	ERR1018188	ERR1018189	ERR1018190	ERR1018191	ERR1018192	ERR1018193	ERR1018194	ERR1018195	ERR1018196	ERR1018197	ERR1018198	ERR1018199	ERR1018200	ERR1018201	ERR1018202	ERR1018203	ERR1018204	ERR1018205	ERR1018206	ERR1018207	ERR1018208	ERR1018209	ERR1018210	ERR1018211	ERR1018212	ERR1018213	ERR1018214	ERR1018215	ERR1018216	ERR1018217	ERR1018218	ERR1018219	ERR1018220	ERR1018221	ERR1018222	ERR1018223	ERR1018224	ERR1018225	ERR1018226	ERR1018227	ERR1018228	ERR1018229	ERR1018230	ERR1018231	ERR1018232	ERR1018233	ERR1018234	ERR1018235	ERR1018236	ERR1018237	ERR1018238	ERR1018239	ERR1018240	ERR1018241	ERR1018242	ERR1018243	ERR1018244	ERR1018245	ERR1018246	ERR1018247	ERR1018248	ERR1018249	ERR1018250	ERR1018251	ERR1018252	ERR1018253	ERR1018254	ERR1018255	ERR1018256	ERR1018257	ERR1018258	ERR1018259	ERR1018260	ERR1018261	ERR1018262	ERR1018263	ERR1018264	ERR1018265	ERR1018266	ERR1018267	ERR1018268	ERR1018269	ERR1018270	ERR1018271	ERR1018272	ERR1018273	ERR1018274	ERR1018275	ERR1018276	ERR1018277	ERR1018278	ERR1018279	ERR1018280	ERR1018281	ERR1018282	ERR1018283	ERR1018284	ERR1018285	ERR1018286	ERR1018287	ERR1018288	ERR1018289	ERR1018290	ERR1018291	ERR1018292	ERR1018293	ERR1018294	ERR1018295	ERR1018296	ERR1018297	ERR1018298	ERR1018299	ERR1018300	ERR1018301	ERR1018302	ERR1018303	ERR1018304	ERR1018305	ERR1018306	ERR1018307	ERR1018308	ERR1018309	ERR1018310	ERR1018311	ERR1018312
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-460|s__CAG-460_sp900544625	452344	0	1518	701	0	1060	764	0	0	850	0	425973	2952	0	0	1372	0	313	0	0	0	0	0	0	0	0	834	1317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41616	1432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63192	1296	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-460|s__CAG-460_sp900546715	76	8577	109	30	12	37	51	119	161	0	26	0	137	481	373	648	78	0	78	0	93	81	93	107	305	245	70	46	4181	56	191	57	300	44	118	50	202	13	120	2410	3213	94	218	10183	2593	136	133202	3589	763	2045	209	132	0	3603	156	641	0	27	352	20	328	333	58	832	199	523	14	242	52	77	23	352	380	50	109	17	22	741	413	35	1360	136060	31	32	144	1488	0	131	83	31	431	48	109	386	0	136	39	27	64	43	37	31	275	0	22	714	16	28	16	340	35	33	37	40	0	135	66	33	20	240	66	22	188	87	61	19	107	16
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-460|s__CAG-460_sp900551525	409	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-460|s__CAG-460_sp900751815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	34	0	0	0	0	105	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	28	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-460|s__MGYG000000465	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-460|s__MGYG000004242	1804	0	0	0	74	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6443	0	0	0	0	0	9086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-460|s__MGYG000004393	230	0	591	0	3070	0	237	126	725	0	0	29203	0	257	200	120	0	0	344	0	70	0	208	0	3076	0	318	0	7356	0	0	0	285	0	50	311	0	0	171391	2065	0	1240	0	443	805	82	0	438	963	3276	874	0	0	331	640	543	0	0	281	0	416	3392	0	4676	151	217	0	1635	0	0	2670	470	745	0	197	0	0	0	302	45	0	0	0	0	0	21	0	44458	496	0	2510	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	488	444	0	0	0	27	0	0	0	141	70	0	163	0	201	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-533|s__CAG-533_sp000434495	75	0	0	0	251	0	0	0	0	0	0	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	415	0	0	0	0	513	0	0	178	492	0	0	591	0	0	0	0	0	0	0	0	0	0	0	0	3849	74	0	0	0	0	0	75	0	0	0	0	0	0	77	0	0	133	885	0	0	0	0	0	155	0	0	0	0	0	0	50	22	36	0	0	0	196	0	0	0	0	0	0	0	0	0	103	0	0	1708	0	0	133	0	0	0	550	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-533|s__CAG-533_sp004563275	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-533|s__CAG-533_sp900551105	0	0	77	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	217	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-533|s__CAG-533_sp900553855	0	0	0	0	256	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	21	0	0	377	107	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	311	0	0	0	0	0	0	0	0	18	0	0	0	0	37	0	0	26	171	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	10	0	0	51	0	0	0	0	0	0	23	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-582|s__CAG-582_sp000435515	11	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	49	0	0	0	0	0	82	37	0	14	40	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-582|s__CAG-582_sp900760845	1378	26	0	0	1113	0	314	119	122	44	1660	1561	214	15	1101	20	0	1879	677	215	0	0	244	13	2104	876	1336	358	11	378	0	0	19	181	0	1062	53	763	5287	0	11	23	3600	157	40	1541	1062	1844	367	0	2434	0	0	0	43	202	333	518	1522	0	100	12	206	9171	353	0	0	60	139	565	835	18	286	0	77	0	67	450	1539	11	1840	5048	962	372	0	1183	123	895	125	645	180	667	266	0	0	123	221	574	24	0	199	90	0	403	288	78	499	0	66	288	138	28	0	1159	265	1866	365	806	322	0	2649	203	0	829	16	556	175	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-594|s__CAG-594_sp000434835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5587	0	0	0	0	0	0	0	0	0	0	0	1827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33261	3955	146	0	0	0	1593	106653	5436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84902	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-594|s__CAG-594_sp900766325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-594|s__CAG-594_sp900771805	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	24	115	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	52	0	13	0	0	0	22	0	0	0	0	0	45	805	99	0	0	0	0	526	122	34	0	0	0	0	0	912	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	626	0	0	41	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-594|s__CAG-594_sp900772415	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	84	0	64	0	0	11	2508	12	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1156	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-594|s__MGYG000004395	17	0	0	0	28	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	68	0	0	0	0	0	0	0	0	11	0	0	67	23	0	0	0	0	0	0	14	17	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6882	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-605|s__CAG-605_sp000433255	0	0	0	0	65888	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-605|s__CAG-605_sp000433475	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	18	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-605|s__CAG-605_sp900545005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-605|s__MGYG000004218	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	0	0	35	0	0	32	0	0	0	0	0	0	0	0	0	18	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-611|s__CAG-611_sp000434175	22313	0	19	15	0	27	25	0	0	27	0	28304	33	0	0	55	0	14	0	0	0	0	0	0	0	0	329	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7225	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32529	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	15	0	0	0	0	12	0	0	0	0	0	0	121	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-611|s__CAG-611_sp900552235	27052	0	0	0	0	0	0	0	0	0	0	36596	78	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8738	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47129	135	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-628|s__CAG-628_sp000438415	41920	0	32	0	570	0	0	0	0	0	0	29	61	0	0	87	0	37	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	5994	0	0	0	0	1159	0	0	326	19	0	0	932	0	0	0	0	0	0	0	0	0	0	0	0	1313	142	0	0	0	13	0	0	0	146	0	0	0	0	332	0	0	0	1398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	125	0	0	23	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-628|s__CAG-628_sp003524085	1671	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	544	0	0	0	0	0	0	145	0	0	0	0	0	0	0	396	476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-628|s__CAG-628_sp900553835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-628|s__MGYG000000381	37	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	102	0	0	35	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	60	49	143	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	125	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	18	115	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-710|s__CAG-710_sp000432595	15	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	953	0	1446	0	0	0	0	0	0	0	5118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	0	0	14	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	58	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-710|s__MGYG000004170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	87	117	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	14	0	26	0	0	0	0	0	12	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-762|s__CAG-762_sp000432575	67259	0	57	0	476	0	0	0	0	0	0	0	93	0	0	183	0	29	0	0	0	0	0	0	0	0	65	160	0	0	0	0	0	0	0	0	14	0	138	0	0	0	0	424	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	11	0	0	0	28	0	0	0	0	0	0	171	0	0	0	0	0	63	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-762|s__CAG-762_sp900551315	1722	0	136	0	63	0	0	0	0	0	0	0	0	60	0	0	0	0	0	264	0	0	239	0	0	796	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	361	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	49	0	27	0	0	0	0	0	0	0	16	49	50	0	0	0	102	0	128	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	25	56	0	0	34	0	66	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-762|s__MGYG000001917	106	0	0	0	79	0	0	0	0	0	0	121	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	32	0	1182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	24	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	24	0	0	0	0	0	0	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-776|s__CAG-776_sp000438195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	466	0	0	0	0	0	0	0	0	1257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-776|s__CAG-776_sp900549285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-776|s__CAG-776_sp900758895	25	16	152	12	116	106	127	106	0	0	89	31	131	368	133	230	276	16	27	0	150	242	17	34	0	1889	38	21	18	0	1166	574	79	54	44	22	927	26	58	445	10	36	11	96	564	214	0	3262	251	64	113	0	110	128	11	407	0	219	25	162	104	63	53	20	38	307	0	185	16	138	37	21	144	48	14	0	274	440	1782	0	18	36	45	46	2231	29	10	81	279	230	15	14	45	0	0	135	36	12	287	69	28	49	2758	76	108	0	85	28	79	287	0	46	15	69	0	0	0	183	81	0	13	133	15	366	100	0	173	2663
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-822|s__CAG-822_sp000432855	10	0	40	0	0	0	0	0	297	0	0	13	32	671	0	0	0	0	586	0	1772	0	778	0	251	0	0	149	0	871	13	13	722	0	0	351	28	0	86	0	25	39	2413	0	0	0	77	0	0	113	0	0	0	0	0	519	0	0	0	0	0	213	0	0	0	0	0	68	828	0	0	94	0	0	0	147	0	0	44	11	0	0	0	0	0	191	0	0	0	0	0	66	215	0	0	0	0	0	0	0	0	763	19	0	28	0	0	284	0	126	0	0	21	0	0	0	0	0	187	1007	0	0	94	0	0	112	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-822|s__CAG-822_sp900546055	0	0	0	0	0	20	0	0	0	132	0	12	0	0	0	0	0	24	0	0	0	0	0	0	0	0	21455	0	0	0	0	0	0	0	134	0	0	0	89	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11480	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	1128	0	0	0	1303	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	170	41	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-877|s__CAG-877_sp000433455	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	20	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-877|s__CAG-877_sp900548695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437	0	15	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	35	0	0	0	44	0	108	85	0	0	239	0	0	0	0	0	0	182	0	0	0	10	0	81	169	31	0	0	0	0	0	0	158	35	0	98	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-877|s__CAG-877_sp900552495	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	10	0	0	12	0	0	33	0	0	0	0	0	0	0	0	0	13	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
