	ERR2726405	ERR2726406	ERR2726407	ERR2726408	ERR2726409	ERR2726410	ERR2726415	ERR2726419	ERR2726420	ERR2726421	ERR2726422	ERR2726423	ERR2726427	ERR2726428	ERR2726432	ERR2726433	ERR2726434	ERR2726435	ERR2726436	ERR2726437	ERR2726443	ERR2726444	ERR2726446	ERR2726448	ERR2726453	ERR2726463	ERR2726476	ERR2726480	ERR2726484	ERR2726488	ERR2726489	ERR2726494	ERR2726501	ERR2726503	ERR2726507	ERR2726513	ERR2726522	ERR2726527
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-1000|s__CAG-1000_sp000434555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-1000|s__CAG-1000_sp000436975	0	17	0	11	0	0	0	0	0	0	0	0	0	0	26	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-1000|s__CAG-1000_sp004552445	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-1000|s__CAG-1000_sp900556025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-1000|s__CAG-1000_sp900761555	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	723	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-1000|s__CAG-1000_sp900768345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-1000|s__CAG-1000_sp900772435	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-1000|s__MGYG000001897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-1193|s__CAG-1193_sp000436255	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-1193|s__CAG-1193_sp900550145	0	0	0	40	0	0	0	0	120	0	0	0	0	0	0	10932	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-1193|s__MGYG000004299	0	0	13	77	57	0	0	0	45	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-302|s__CAG-302_sp000431795	893	0	0	10656	0	0	0	69	2537	0	0	0	94739	0	875	804	0	0	29	2522	254	0	2602	0	0	0	0	0	0	0	0	432	0	0	20	0	0	245
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-302|s__CAG-302_sp001916775	26	314	34	5439	0	0	0	2637	10	0	0	0	638	0	4157	6392	2994	77	45	3582	0	191	4056	0	0	0	0	0	0	0	0	0	0	0	25	0	291	104062
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-302|s__CAG-302_sp900543825	0	0	0	0	0	0	0	0	0	0	0	0	83	0	13	17	15	0	0	1617	0	0	690	0	0	0	0	0	0	0	0	0	0	0	13	0	0	124
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-302|s__CAG-302_sp900548425	0	0	0	130	0	0	0	32	26	0	0	0	117	0	60	106	36	0	0	105	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2063
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-302|s__CAG-302_sp900549325	19	0	0	375	0	0	0	0	48	0	0	0	2178	0	17	23	10	0	0	39	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-302|s__CAG-302_sp900554615	12	0	0	165	0	49	0	17	0	0	0	0	605	0	12	37	10	0	0	45	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	570
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-302|s__MGYG000000661	0	0	0	21	0	0	18	0	0	0	0	106	31	0	0	580	0	0	0	64	1056	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	1005
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-302|s__MGYG000004012	0	0	0	89	0	0	501	0	0	0	0	0	43	0	0	10	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-417|s__CAG-417_sp000432835	0	0	0	184	0	0	0	0	39	23	13	16	0	0	0	28	0	0	17	12	0	0	0	14	40	0	0	0	0	0	0	0	0	0	0	0	12	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-433|s__CAG-433_sp000433675	13	0	0	0	0	0	0	104	4050	0	0	0	0	0	2815	381	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-433|s__CAG-433_sp900546245	0	0	0	0	0	0	0	44	759	0	0	0	0	0	920	116	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-451|s__CAG-451_sp000438295	0	0	0	0	0	0	0	73	3908	0	0	0	0	0	0	1750	0	0	0	25	1464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-451|s__CAG-451_sp900758495	0	0	0	0	0	0	0	0	5102	0	0	0	3942	0	0	2829	0	0	0	0	2339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-451|s__CAG-451_sp900760545	0	13	180	35	19	0	0	0	15	26	0	31657	0	0	22	0	421	0	18	0	15	17	66	0	14	0	113	0	0	0	0	31	0	0	45	0	18	13
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-451|s__MGYG000004342	0	0	48	0	0	176	0	0	212	0	0	25	0	0	0	201	0	0	0	0	136	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-451|s__MGYG000004502	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	23	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-460|s__CAG-460_sp000437315	0	0	0	0	135	0	0	209	8507	0	0	0	0	0	0	0	0	0	0	14	10	0	0	0	0	0	29	0	0	0	0	454	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-460|s__CAG-460_sp000437355	0	0	0	768	0	0	6085	0	0	0	0	0	0	0	0	30	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-460|s__CAG-460_sp000438075	0	0	0	27	0	0	0	0	4393	0	0	0	2985	0	0	0	0	0	0	0	0	0	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-460|s__CAG-460_sp900544625	0	0	0	51984	0	0	2136	0	0	0	0	0	0	0	0	5002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-460|s__CAG-460_sp900546715	0	0	1290	134	869	432	0	0	0	12	30	14	11	18	37	33	20	12	0	0	52	51	13	34	202	0	136	0	0	11	11	0	45	0	11	0	0	18
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-460|s__CAG-460_sp900551525	0	0	0	4680	0	0	15	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	715
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-460|s__CAG-460_sp900751815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-460|s__MGYG000000465	0	0	0	310	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-460|s__MGYG000004242	0	0	0	0	0	0	0	15	784	0	0	0	0	0	0	18	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-460|s__MGYG000004393	0	0	214	1817	103	0	0	1804	6220	0	0	0	0	0	0	199	0	0	0	0	683	0	0	0	0	0	358	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-533|s__CAG-533_sp000434495	0	0	0	51	23	0	0	272	13867	0	0	0	0	0	24	17959	18	0	10	18	0	0	1135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	607
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-533|s__CAG-533_sp004563275	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	12	0	344	0	0	17	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-533|s__CAG-533_sp900551105	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	59
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-533|s__CAG-533_sp900553855	0	0	0	421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-582|s__CAG-582_sp000435515	0	0	0	0	0	0	42	0	17	0	0	0	0	0	0	0	0	935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-582|s__CAG-582_sp900760845	0	13	136	161	99	544	28	0	30	32	334	19	141	0	90	90	190	67	0	139	583	19	51	14	0	971	35	0	14	0	41	0	0	27	0	0	0	1160
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-594|s__CAG-594_sp000434835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13216	0	15150	0	0	1718	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-594|s__CAG-594_sp900766325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-594|s__CAG-594_sp900771805	0	0	0	275	0	0	0	0	172	0	0	23	0	0	0	0	0	32	0	103	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	971
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-594|s__CAG-594_sp900772415	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	89	0	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-594|s__MGYG000004395	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-605|s__CAG-605_sp000433255	0	0	0	0	0	0	0	0	558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-605|s__CAG-605_sp000433475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-605|s__CAG-605_sp900545005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-605|s__MGYG000004218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-605|s__MGYG000004620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-611|s__CAG-611_sp000434175	0	0	0	0	0	0	0	11	163	0	0	0	0	0	0	25	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-611|s__CAG-611_sp900552235	0	0	220	0	0	0	0	76	3872	0	0	0	0	0	0	321	0	0	0	4101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-628|s__CAG-628_sp000438415	0	0	0	27	0	0	0	15	138	0	0	0	0	0	33	0	12	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-628|s__CAG-628_sp003524085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	87	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-628|s__CAG-628_sp900553835	0	0	0	18	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-628|s__MGYG000000381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-710|s__CAG-710_sp000432595	0	0	0	0	0	0	0	0	92	0	0	22	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	12
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-710|s__MGYG000004170	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	11	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-762|s__CAG-762_sp000432575	0	0	0	0	0	0	40	0	11	0	0	27	0	0	0	13	0	0	0	11	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-762|s__CAG-762_sp900551315	0	0	0	0	0	15	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-762|s__MGYG000001917	0	0	0	77	0	0	17	0	19	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-776|s__CAG-776_sp000438195	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-776|s__CAG-776_sp900549285	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-776|s__CAG-776_sp900758895	0	0	557	47	45	117	11	17	38	2114	83	0	56	48	33	20	24	77	0	0	518	31	140	756	0	0	31	0	86	19	16	0	35	16	0	0	0	65
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-822|s__CAG-822_sp000432855	0	0	0	0	747	0	0	0	74	0	0	35	0	0	0	0	0	144	0	80	0	0	0	0	19	0	0	0	252	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-822|s__CAG-822_sp900546055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	4952	200	0	0	88	0	0	0	0	77	299	0	359	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-877|s__CAG-877_sp000433455	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-877|s__CAG-877_sp900548695	0	0	0	35	0	683	0	28	0	0	35	0	25	0	0	0	0	0	0	99	65	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	14	10
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-877|s__CAG-877_sp900552495	0	0	0	0	0	0	15	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-877|s__CAG-877_sp900554305	0	0	0	0	0	0	0	13	110	0	0	0	0	0	37	0	53	0	0	0	128	157	61	98	0	0	11	0	13	0	0	25	0	0	0	0	0	355
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-877|s__CAG-877_sp900554315	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-877|s__CAG-877_sp900753325	0	0	0	409	106	0	24	0	0	0	226	0	0	0	38	32	883	0	0	67	222	0	10	0	662	45	0	77	0	34	384	0	0	637	0	0	0	11
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-877|s__CAG-877_sp900768815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	0	489	0	0	135	0	0	19	44	0	0	0	0	0	0	0	0	0	0	0	0	347
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-877|s__MGYG000004406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	956	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-877|s__MGYG000004455	0	0	0	175	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-877|s__MGYG000004741	0	159	120705	174	208	147	217	0	587	114	0	21681	2496	299	338	0	46	657	3666	274	0	250	48	46	3421	303	193	6631	151027	0	0	0	1807	0	364	91	0	29852
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-877|s__MGYG000004795	0	0	0	0	0	0	0	0	2826	0	0	0	0	0	0	81	0	0	0	0	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-878|s__CAG-878_sp000432255	0	0	0	0	0	0	0	0	156	0	0	58	0	0	0	35	0	14	0	3614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	55
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-884|s__CAG-884_sp000433875	0	0	0	0	0	0	0	57	2618	0	0	0	430	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-884|s__MGYG000001743	13	0	132	49	99	415	11	0	11	0	42	0	49	0	39	29	18	120	0	24	36	57	44	63	118	115	28	0	0	50	0	0	0	19	12	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-884|s__MGYG000004167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-914|s__CAG-914_sp000437895	0	0	0	18	0	0	5618	0	0	0	0	13	0	0	31	21	11	0	0	28	14	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__CAG-988|s__CAG-988_sp003149915	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__HGM10766|s__HGM10766_sp900757295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__HGM10818|s__HGM10818_sp900772445	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__HGM10818|s__MGYG000004051	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__HGM10836|s__HGM10836_sp900772095	0	11	12	0	0	0	1015	0	0	0	0	0	30	0	884	26	0	117	0	10	0	10	711	0	0	0	0	0	0	10	0	21	4620	0	0	0	0	325
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__HGM10873|s__HGM10873_sp900753645	0	14	0	36	0	0	27	0	40	0	387	0	0	0	33	13	64	0	0	16	22	0	0	0	0	0	0	27	0	0	13	0	0	0	0	0	26	37
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__MGYG000004177|s__MGYG000004177	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__RUG11198|s__MGYG000002182	0	0	0	35	0	0	0	0	11	0	0	0	0	0	25	302	0	0	0	27	0	0	0	0	0	0	0	0	552	458	0	0	0	773	0	0	25	167
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__RUG11198|s__MGYG000004509	0	0	0	0	472	162	0	0	138	10	43	20	0	0	19	0	0	0	0	27	0	0	38	0	17	0	24	0	0	0	0	0	16	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__RUG11241|s__MGYG000004216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__RUG13868|s__MGYG000004228	0	0	0	0	0	0	0	0	35	23	0	0	0	0	0	11374	0	102	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__RUG13868|s__MGYG000004303	0	0	0	173	0	0	3040	0	27	0	0	0	0	0	27	104	0	24	0	51	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__RUG705|s__MGYG000004753	173	0	23600	56	0	0	0	0	13	2791	68	4828	0	0	14	104	319	361	515	21	0	11	0	0	625	0	11	1379	29642	0	0	12	247	232	47	0	14	3162
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__RUG705|s__MGYG000004890	0	0	0	16	0	0	0	0	62	0	0	0	505	0	0	44	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__RUG705|s__RUG705_sp900551455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__UBA660|g__RUG705|s__RUG705_sp900759875	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0
