	ERR9830061	ERR9830063	ERR9830064	ERR9830066	ERR9830067	ERR9830069	ERR9830070	ERR9830072	ERR9830073	ERR9830075	ERR9830076	ERR9830078	ERR9830079	ERR9830081	ERR9830082	ERR9830084	ERR9830085	ERR9830087	ERR9830088	ERR9830090	ERR9830091	ERR9830093	ERR9830094	ERR9830096	ERR9830097	ERR9830099	ERR9830100	ERR9830102	ERR9830103	ERR9830105	ERR9830106	ERR9830108	ERR9830109	ERR9830111	ERR9830112	ERR9830114	ERR9830115	ERR9830117	ERR9830118	ERR9830120	ERR9830121	ERR9830123	ERR9830124	ERR9830126	ERR9830127	ERR9830129	ERR9830130	ERR9830131	ERR9830132	ERR9830133	ERR9830134	ERR9830135	ERR9830136	ERR9830137	ERR9830138	ERR9830139	ERR9830140	ERR9830141	ERR9830142	ERR9830143	ERR9830144	ERR9830145	ERR9830146	ERR9830147	ERR9830148	ERR9830149	ERR9830150	ERR9830152	ERR9830153	ERR9830154	ERR9830155	ERR9830156	ERR9830157	ERR9830158	ERR9830159	ERR9830160	ERR9830161	ERR9830162	ERR9830163	ERR9830164	ERR9830166	ERR9830167	ERR9830169	ERR9830170	ERR9830172	ERR9830173	ERR9830175	ERR9830176	ERR9830178
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus_D|s__Ruminococcus_D_sp900539095	0	0	0	301	77	0	10	242	0	1229	793	483	0	664	398	13	1700	69	2395	36	27	0	1060	0	0	0	36	0	223	247	838	761	0	260	14	1518	0	140	0	65	0	90	0	290	378	0	0	67	51	0	0	205	0	36	0	681	0	2377	0	43	0	198	0	13	0	744	83	0	1654	22	0	128	1541	0	90	0	9565	472	0	0	228	12	71	379	340	0	22	0	183
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus_D|s__Ruminococcus_D_sp900539835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11689	0	36161	0	0	131	0	1590	0	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus_D|s__Ruminococcus_D_sp900543145	0	559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	21	16	0	0	0	437	0	124	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	18	0	0	89	85	0	0	0	0	0	0	0	72	0	10	106	11	0	160	0	136	0	0	0	50	11	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus_D|s__Ruminococcus_D_sp900752625	0	0	0	0	0	0	0	0	11	16	0	0	0	0	0	0	0	0	23	0	0	0	37	0	0	0	0	0	0	0	0	0	14	0	0	15	0	0	11	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	22	23	11	0	0	0	0	0	0	18	0	0	16	0	0	0	24	13	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus_D|s__Ruminococcus_D_sp900770285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus_F|s__Ruminococcus_F_champanellensis	0	0	0	70	0	0	0	65	17	15	35	102	0	29	26	0	0	54	166	10	22	0	17	0	31	0	0	0	0	19	25	18	50	43	0	39	13	33	0	149	0	293	0	0	22	0	45	0	31	0	0	0	0	27	0	23	126	97	0	50	0	38	0	0	96	32	1991	0	385	51	0	296	73	11	161	0	1938	59	17	18	14	39	52	79	15	0	12	0	79
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus|s__MGYG000002881	16	58	0	48	12	14	0	10	24	0	30	0	33	20	17	14	22	22	0	0	45	55	142	10	48	0	11	0	36	0	31	0	0	24	18	23	0	12	0	29	0	19	0	0	19	0	36	11	45	0	10	0	11	91	0	115	434	28	16	10	35	21	24	18	0	63	24	46	14	20	34	11	43	100	40	29	695	13	28	133	45	0	16	43	40	0	28	0	17
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus|s__MGYG000003005	68	771	75	56	0	97	140	24	62	20	86	52	0	0	70	44	81	244	52	19	151	41	110	105	128	135	37	31	25	45	138	34	30	20	23	36	0	86	12	64	50	37	0	17	215	10	44	51	34	0	37	54	153	50	0	67	132	409	88	74	31	34	16	105	187	0	0	101	117	15	50	63	49	0	211	285	102	110	414	38	15	37	33	25	49	0	38	0	164
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus|s__MGYG000004057	0	0	0	0	13	26	0	10	44	0	0	0	0	0	0	26	13	63	0	14	0	0	0	0	0	0	0	32	0	0	0	12	13	0	0	14	0	0	0	22	0	26	0	0	0	0	24	0	15	23	0	0	0	310	0	16	0	0	0	0	0	0	0	0	79	139	0	253	0	47	424	10	13	0	47	0	0	0	0	0	16	0	0	0	0	0	13	0	13
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus|s__MGYG000004384	17	0	0	12	0	0	0	0	38	38	0	0	0	0	18	80	11	10	77	80	0	13	0	0	0	0	0	0	0	0	0	0	12	0	24	73	0	13	19	29	27	20	0	67	13	0	0	0	0	21	0	10	0	59	0	37	50	71	0	0	48	0	0	0	110	44	568	20	31	0	96	28	37	0	52	212	111	19	0	116	10	53	22	0	13	36	13	0	285
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus|s__MGYG000004598	0	0	0	224	0	0	0	0	0	0	194	0	0	124	83	62	0	0	436	0	82	0	0	0	103	0	0	0	0	0	0	0	56	18	0	104	0	0	0	0	0	0	63	19	53	0	0	0	0	0	0	0	0	456	0	0	92	107	0	532	0	0	60	13	0	414	0	0	0	0	368	57	59	0	93	0	267	57	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus|s__MGYG000004854	301	139	19	21	49	0	70	382	14	408	208	56	79	21	14	81	40	96	51	180	97	19	48	103	33	60	0	10	0	64	54	19	322	89	31	217	13	62	268	94	0	180	0	14	3796	0	211	58	119	0	0	22	0	427	0	25	418	65	52	157	315	221	0	78	1091	0	142	102	54	42	245	447	105	41	243	0	415	226	37	43	489	207	383	153	350	10	49	0	638
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp002438605	16	12	0	77	0	32	0	16846	33	24	34	10	60	0	30	18	0	64	50	18	101	0	0	0	22	0	31	0	15	0	38	80	0	13	0	89	0	0	0	78	184	104	0	0	35	0	0	0	19	0	0	25	12	7610	0	30	0	52	0	124	0	11	0	0	479	22	16	31	0	20	0	19	19	24	19	0	23	0	76	0	0	12	41	37	36	0	17	0	49
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp900540005	82	0	0	224	0	0	0	102	15	0	22	12	0	294	50	0	10	0	192	0	81	0	10	0	60	0	0	0	0	0	10	60	0	0	0	18	0	0	0	82	0	46	0	0	16	0	98	0	0	0	0	87	0	93	0	30	0	43	0	51	0	0	0	0	960	0	169	0	13	0	0	0	26	0	163	0	36	18	0	0	15	77	31	29	27	0	0	0	11
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp900545125	566	0	0	0	17	11	0	108	0	99	0	0	0	0	0	99	12	30	89	0	0	63	56	0	68	0	0	0	0	13	29	0	33	0	88	34	0	0	0	424	0	140	0	17	19	0	29	10	36	0	16	0	11	15	0	21	83	43	43	81	0	10	0	0	65469	0	18	14	0	12	0	71	30	32	88	0	35	0	47	15	43	44	74	18	96	0	0	0	5572
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp900752785	0	0	0	0	0	0	0	0	23	13	1711	0	0	76	0	11	11	0	81	18	0	0	0	0	0	0	0	0	19	0	11	0	10	21	0	0	0	0	20	21	0	10	0	0	146	0	0	0	0	0	0	18	0	110	0	0	646	0	0	0	0	0	0	0	464	0	46	17	0	0	0	1502	15	0	141	0	24	45	0	0	11	77	11	594	16	0	0	0	201
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp900761275	56	114	77	168	0	23	11	22	140	69	35	0	47	50	23	34	25	154	54	17	38	22	26	244	100	0	14	49	12	28	439	49	129	10	13	162	0	37	0	43	0	104	234	21	18	0	50	0	29	23	21	161	24	628	26	119	714	206	19	40	46	256	292	56	389	42	27	52	12	20	431	96	542	83	166	164	322	42	88	14	36	85	23	53	34	10	120	0	63
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruthenibacterium|s__MGYG000004791	63	0	0	0	0	0	29	0	40	0	23	0	0	0	88	21	67	47	15	14	0	0	15	23	87	27	56	0	0	14	104	0	37	86	39	0	27	36	713	296	0	72	12	0	156	0	0	14	308	0	199	569	0	54	0	22	144	0	109	10	25	102	0	62	19	0	12	27	30	21	44	38	53	25	92	15	583	21	164	36	0	15	61	143	47	0	34	0	23
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans	2758	1478	854	903	2671	216	25010	232	1861	2154	22793	825	3093	3009	72541	1036	1183	645	2119	1057	3075	738	45134	2179	30816	209	1478	1891	2420	710	2698	415	59440	2075	1153	660	45804	1679	57521	983	1314	475	27358	346	32788	28120	3530	196	31999	391	59766	15358	4411	3120	0	950	5816	4203	330031	1436	3798	7070	850	753	3063	21369	3264	2428	956	835	60527	6276	2697	23070	6414	16222	3613	2230	12177	5371	4501	6024	839	26761	888	1351	1875	0	921
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruthenibacterium|s__Ruthenibacterium_sp900546885	0	62	50	167	0	0	806	0	49	507	377	0	199	0	33165	211	85	0	793	0	1350	0	2128	0	1411	16	0	305	0	0	1432	47	3265	0	144	36	3122	921	157356	310	0	0	0	319	2384	0	398	0	1580	0	1790	1387	213	0	0	0	181	0	0	0	13388	255	0	0	73	19687	212	646	31	2068	0	924	52	719	700	15472	322	0	339	164	186	121	30	1114	186	721	0	0	27
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruthenibacterium|s__Ruthenibacterium_sp900759375	161	1173	106	26	0	0	0	0	30	0	206	1793	0	264	60	0	328	63	29	181	80	33	567	155	20346	29	0	0	112	82	18	0	5812	307	105	47	577	0	345	14	139	72	0	0	214	0	1886	12	1271	214	1443	3201	15	199	0	79	1115	146	42	141	762	496	0	532	89	110	111	14	230	13	10	398	238	2580	1551	109	1053	13	1475	181	15	153	73	623	174	19	452	0	14
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__SFJ001|s__MGYG000002037	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	69	0	0	0	0	0	0	10	0	13	0	0	0	0	0	0	12	0	0	0	15	0	106	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	10	0	0	0	18	23	18	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__SFJ001|s__SFJ001_sp004555865	0	0	46	0	0	0	0	1899	0	0	0	0	0	0	0	0	0	0	692	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	669	0	1665	0	0	0	0	0	0	0	0	0	0	0	0	10	11	0	0	0	0	0	0	0	1984	0	0	0	0	0	0	0	0	771	0	0	0	13	0	0	0	0	0	0	0	0	10	613	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UBA1375|s__MGYG000001808	0	0	14	0	0	0	0	0	0	0	91	0	0	0	21	0	0	0	0	0	0	0	20	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	12	0	13	0	0	0	0	0	0	0	29	0	0	0	19	0	0	0	0	0	0	39	0	0	0	15	0	0	0	12	24	10	0	0	0	18	0	0	10	0	10	0	32
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UBA1375|s__UBA1375_sp002305795	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UBA1394|s__MGYG000004304	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	19	0	0	82	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	33	0	29	0	0	0	491	0	112	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UBA1394|s__UBA1394_sp900066845	9703	18	0	0	0	0	52	0	11883	6318	0	0	0	0	7128	10255	0	6180	6381	0	0	1123	0	0	6770	0	0	0	6153	0	0	0	982	0	14	15	0	11	27	15404	0	61	0	0	0	0	0	8923	0	0	61	4560	0	24	0	0	38531	0	0	10	0	0	0	0	25	78	0	0	25148	0	0	16642	3203	31	21228	0	97353	0	92	3814	12	0	10506	0	3159	0	0	0	22
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UBA1394|s__UBA1394_sp900538575	0	13868	0	11	0	0	0	0	0	0	1055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39955	20	0	22	0	0	17	0	0	0	0	0	0	0	0	13	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	49	0	0	32664	0	0	11	0	55110	0	14790	0	0	11	19	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UBA1394|s__UBA1394_sp900554975	66	125	43	50	213	0	0	27	0	24	0	72	0	0	63	59	68	45	0	123	65	0	12	135	0	18	0	0	16	11	23	45	239	30	17	36	11	0	0	27	21	13	0	121	24	0	11	50	89	0	80	0	273	66	0	36	30	46	212	19	0	19	0	95	150	0	29	0	10	112	0	28	94	54	165	26	29	63	15	12	40	0	45	60	32	177	16	0	71
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UBA1409|s__UBA1409_sp002338885	0	0	0	0	0	0	0	12	12	0	22	0	0	0	12	0	11	0	15	0	0	0	38	0	12	0	0	0	10	0	0	0	307	0	33	0	0	13	331	0	0	0	0	0	38	0	60	0	15	0	0	15	10	0	0	0	86	25	231	10	22	29	0	0	0	24	0	49	0	10	0	29	12	18	19	58	258	23	34	59	0	24	13	12	0	0	0	0	11
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UBA1409|s__UBA1409_sp002491605	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	231	0	0	0	22	0	0	0	0	0	0	19	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	52	0	0	0	19	0	0	29	0	0	36	0	82	0	0	12	55	0	56	0	0	0	25	0	416
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UBA1409|s__UBA1409_sp900553675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	10	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	10	0	0	0	0	0	0	12	0	0	0	0	51	0	4333	0	0	26	0	33	0	0	0	0	142
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UBA1409|s__UBA1409_sp900760125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5782	45	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	267	0	0	0	0	67	0	0	0	0	0	0	61	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	65	0	0	21	14	21	0	66	0	40	8784	357	30	29	0	0	0	23157
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UBA3818|s__MGYG000002677	59	0	0	0	0	0	0	0	0	13	20	0	0	0	12	0	0	11	137	0	0	0	32	36	20	0	0	0	0	0	0	0	50	0	31	15	0	0	0	0	0	0	0	0	37	0	11	0	0	0	0	0	0	0	0	0	61	35	0	55	18	13	0	0	0	64	0	0	0	0	0	29	0	0	36	13	21	0	0	28	0	0	46	28	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UBA3818|s__MGYG000002708	118	651	84	271	35	90	168	441	137	306	2619	28	64	93	342	124	131	215	103	59	102	136	5345	185	310	266	67	34	20	46	162	95	1191	86	2309	237	315	170	1359	227	96	168	234	112	1136	29	221	46	330	32	776	128	57	141	39	66	2691	425	734	234	864	422	54	188	121	250	178	192	50	113	218	439	93	868	343	460	1275	192	557	373	118	197	261	7462	87	55	351	0	182
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UBA3818|s__UBA3818_sp900557155	1710	34	10	384	0	37	58	36	708	347	218	263	0	1146	5247	1403	503	834	325	64	4530	399	214	1252	187	370	20	1239	37	325	903	39	612	542	46	394	20	646	57	1676	24	509	0	281	1754	0	1458	94	1116	11	131	477	623	571	0	947	3851	54	3618	640	50	449	914	96	415	11	899	1434	450	47	252	3483	672	73	2166	43	74	1192	1338	2563	1040	2414	1022	48	473	0	1071	0	629
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UBA5884|s__MGYG000004517	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	0	0	0	0	0	0	9183
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UBA5884|s__UBA5884_sp900551505	0	0	12	0	0	0	0	0	15	0	0	0	0	0	54	0	0	0	33	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	233	0	324	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UBA866|s__UBA866_sp900543295	273	0	16	86	0	0	5893	57	169	273	35	33	0	89	126	469	154	0	108	218	496	219	199	59	105	0	0	0	638	59	17	24	929	24	502	51	123	1485	232	15	16	1017	98	401	381	28	1013	117	98	0	697	764	11	106	0	128	254	283	372	22	11	61	444	0	19	35	1010	173	256	0	235	79	1496	60	407	72	824	321	572	116	171	515	1794	1854	628	0	171	0	329
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UMGS1601|s__MGYG000003826	0	19	0	0	13	0	0	0	32	383	0	0	0	0	0	0	14	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	22	0	0	36	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	85	0	59	16	0	0	0	0	0	0	273
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UMGS1601|s__UMGS1601_sp900545345	12	16	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	12	10	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	38	11	0	0	0	48	28	0	0	0	11	14	0	11	0	0	0	0	55	60	0	0	0	0	0	0	0	27	0	0	22	14	0	11	59	58	14571	0	139	0	127	18	11	0	46	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UMGS1601|s__UMGS1601_sp900553335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	3822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UMGS1668|s__UMGS1668_sp900553955	0	97	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	45	0	0	12	0	0	25	0	0	0	0	0	0	0	25	0	18	0	0	0	0	0	0	0	0	0	17	0	0	12	0	0	0	13	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	56	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UMGS1668|s__UMGS1668_sp900768105	0	0	0	0	0	52	0	0	10	0	12	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	134	11	43	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	53	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UMGS1826|s__MGYG000000450	28	80	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	31	51	0	14	0	0	17	14	0	0	0	0	0	0	0	0	0	0	10	0	0	13	17	0	15	0	0	0	0	101	0	0	0	0	10	0	0	0	0	0	11	38	28	0	0	0	0	0	0	128	0	751	0	25	1474	10	18	169	0	0	17	30	10	13	22	152	156	90	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UMGS1826|s__MGYG000002089	17	0	0	0	0	0	0	21	0	0	0	0	0	12	0	30	35	0	10	70	60	14	0	10	0	0	0	0	0	12	0	0	0	0	0	12	0	0	0	17	14	0	0	27	10	0	26	0	0	0	0	0	0	28	0	0	10	0	0	15	11	0	0	0	0	0	0	0	19	0	0	48	0	0	0	0	0	25	16	0	38	12	27	0	0	0	0	0	42
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UMGS1826|s__MGYG000004849	268	97	62	22	0	31	18	125	45	40	200	25	14	63	102	173	241	56	45	507	121	218	850	43	290	53	23	30	126	42	258	14	160	61	89	493	49	420	127	46	103	99	0	119	202	11	196	70	289	32	187	126	90	75	0	40	338	22	20	115	40	104	32	18	84	756	126	179	56	115	665	122	160	202	67	1601	361	95	176	161	242	128	103	259	64	24	77	0	136
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UMGS1826|s__UMGS1826_sp900555435	23	0	0	0	0	0	0	322	0	0	20	0	0	0	0	0	0	0	36	0	0	0	10	0	0	298	0	0	0	549	16	0	0	0	0	863	0	38	0	49	0	15	0	0	14	0	32	0	0	0	0	12	0	31	0	0	14	484	0	86	0	0	0	0	0	0	15	11	13	0	0	97	10	17	42	0	0	0	16	32	186	51	1677	33	18	0	30	0	121
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UMGS1889|s__MGYG000002221	13	17	0	0	0	0	0	175	20	0	0	0	0	12	0	0	0	0	33	0	0	0	0	0	14	0	0	0	0	25	0	0	0	0	0	0	0	36	0	97	0	25	0	0	0	0	0	0	61	0	0	20	16	40	0	0	91	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	55	0	0	0	0	0	0	0	28	0	24	0	0	0	13
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UMGS1889|s__UMGS1889_sp900556055	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	54	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UMGS363|s__MGYG000003858	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	34	0	0	238	0	0	0	0	0	14
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UMGS363|s__UMGS363_sp900541495	0	0	0	0	0	0	0	96045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	24
