	ERR1912946	ERR1912949	ERR1912953	ERR1912957	ERR1912958	ERR1912961	ERR1912964	ERR1912967	ERR1912971	ERR1912972	ERR1912976	ERR1912979	ERR1912983	ERR1912986	ERR1912989	ERR1912990	ERR1912991	ERR1912994	ERR1912997	ERR1912998	ERR1913002	ERR1913006	ERR1913007	ERR1913010	ERR1913014	ERR1913017	ERR1913021	ERR1913025	ERR1913029	ERR1913032	ERR1913036	ERR1913037	ERR1913040	ERR1913044	ERR1913047	ERR1913050	ERR1913054	ERR1913057	ERR1913060	ERR1913063	ERR1913064	ERR1913069	ERR1913073	ERR1913076	ERR1913080	ERR1913084	ERR1913088	ERR1913092	ERR1913096	ERR1913100	ERR1913104	ERR1913108	ERR1913111	ERR1913115	ERR1913116	ERR1913119	ERR1913122	ERR1913126	ERR1913127
"k__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-698;g__Tener-01;s__Tener-01_sp001940985"	0	0	0	42	0	0	0	0	0	0	0	69	0	0	20	0	0	522	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	29	0	0	0	0	0	0	44	0	0	0	0	1118	34	0	0	14	55	0	0	0	0	27	0	844	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus_lactis"	0	0	0	0	0	31	10	0	0	17	0	0	0	31	0	14	0	0	0	0	0	0	50	0	0	32	0	10	0	0	0	0	0	0	0	0	0	0	0	44	0	0	10	0	0	12	0	0	0	0	0	0	0	43	0	0	0	390	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-1000;s__CAG-1000_sp000434555"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	17	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-1000;s__CAG-1000_sp000436975"	0	0	0	0	0	0	4342	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17408	0	0	0	0	0	0	0	1229	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-1000;s__CAG-1000_sp004552445"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	17
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-1000;s__CAG-1000_sp900556025"	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-1000;s__CAG-1000_sp900761555"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-1000;s__CAG-1000_sp900768345"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3169	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-1000;s__CAG-1000_sp900772435"	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	36	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-1000;s__MGYG000001897"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-1000;s__MGYG000004204"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-1193;s__CAG-1193_sp000436255"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	189	21	0	0	0	0	0	0	0	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-1193;s__CAG-1193_sp900550145"	23	0	0	0	0	66	1518	0	0	0	12	0	0	0	0	12	0	49	0	33	0	0	0	0	0	0	44	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	153	0	0	0	0	21	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-1193;s__MGYG000004299"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	309	0	0	0	0	1616	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-302;s__CAG-302_sp000431795"	41	34	0	0	0	93	961	42234	0	13598	30	0	87	0	16	0	133	621	0	4196	0	0	0	2490	0	0	0	0	0	3368	0	0	0	0	0	0	0	0	0	0	1438	0	0	0	0	0	0	68	0	10	0	0	47	0	0	16	0	13	9249
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-302;s__CAG-302_sp001916775"	4545	9587	0	0	0	0	500	5598	0	29	28791	0	38	0	5146	0	8591	4515	803	5026	0	0	14	0	0	0	24	0	661	0	0	0	0	0	42	0	0	0	0	0	2039	0	12	0	0	0	0	8207	0	0	0	129	17741	0	0	5907	0	0	19
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-302;s__CAG-302_sp900543825"	14	25	0	0	0	0	0	34	0	0	91	0	0	0	26	0	37	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	812	0	0	0	0	0	0	1030	0	0	0	0	60	0	359	11	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-302;s__CAG-302_sp900548425"	78	196	0	0	0	0	34	254	0	0	453	0	0	0	108	0	71	3794	0	102	0	0	0	13	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	93	0	0	0	0	333	0	0	91	0	0	56
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-302;s__CAG-302_sp900549325"	0	18	0	0	0	0	20	1190	0	400	33	0	0	0	0	0	10	29	0	100	0	0	0	92	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-302;s__CAG-302_sp900554615"	86	63	0	0	23	0	404	355	0	0	152	0	0	0	152	0	44	104	0	155	0	0	0	0	0	0	0	0	19	40	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	73	0	0	0	0	127	0	0	47	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-302;s__MGYG000000661"	0	986	83	0	0	0	42	0	0	58	0	0	0	0	55	0	0	0	388	35	0	0	0	19	0	450	35	0	10	59	0	0	0	0	0	1099	0	0	0	0	57	307	0	0	0	0	0	19	0	0	0	0	0	0	0	21	0	0	22
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-302;s__MGYG000004012"	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	40	0	0	0	0	1104	10
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-417;s__CAG-417_sp000432835"	12	0	0	0	0	0	0	14	32	1164	0	0	0	0	131	0	0	0	0	26	18	0	0	0	0	50925	21162	0	0	10070	26	0	0	54	0	0	0	0	35	0	24	16	0	0	0	11	0	35	0	0	21	0	10	198	0	0	0	0	19
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-433;s__CAG-433_sp000433675"	0	0	0	0	0	2979	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	115	0	519	31	0	0	0	11	1381	0	0	38	0	0	246	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-433;s__CAG-433_sp900546245"	0	0	0	0	0	872	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	85	0	127	0	0	0	0	0	13	0	0	0	64	0	487	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-451;s__CAG-451_sp000438295"	0	0	35	0	0	42	0	0	0	0	0	0	0	142	0	0	0	12	0	0	0	0	0	34	0	0	80	0	5598	0	56	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	23	0	12	0	0	407	0	38	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-451;s__CAG-451_sp900758495"	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	762	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-451;s__CAG-451_sp900760545"	0	0	12	0	0	24	0	0	0	0	0	37	95	17	0	0	81	0	32	35	0	0	0	331	0	0	0	0	11	0	81	0	0	24	543	48	0	0	0	0	25	89	12	0	0	0	0	14	0	0	20	0	51	0	36	22	0	22	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-451;s__MGYG000004342"	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	32	0	22	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-451;s__MGYG000004502"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	217	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-460;s__CAG-460_sp000437315"	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	493	0	0	0	0	0	1911	0	29	0	10	0	14	40	0	0	35	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-460;s__CAG-460_sp000437355"	0	0	0	0	0	0	0	59	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	26783	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	186	0	0	104	0	211	0	0	20317	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-460;s__CAG-460_sp000438075"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	485	0	0	0	0	0	0	871	0	0	2758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1205	0	31	0	0	50	0	0	0	0	587	104
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-460;s__CAG-460_sp900544625"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5157	0	0	0	0	0	0	0	0	0	0	0	0	0	8515	0	0	0	0	0	0	0	0	4640	0	0	14364	0	0	0	0	4268	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-460;s__CAG-460_sp900546715"	0	1057	0	0	90	11	0	21	0	31	0	1607	0	0	25	0	113	0	23	12	14	66	12	10	0	163	12	0	0	115	0	0	0	1220	0	31	0	0	34	58	21	0	0	42	18	0	374	27	0	0	15	19	16	0	12	14	5273	0	22
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-460;s__CAG-460_sp900551525"	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	57	0	0	588	0	0	0	0	30	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-460;s__MGYG000000465"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	18	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-460;s__MGYG000004242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-460;s__MGYG000004393"	0	0	0	0	0	0	0	4772	0	307	0	0	0	0	896	0	0	0	0	0	0	42	0	0	0	0	1160	0	0	0	0	0	0	0	0	0	0	0	0	244	1165	0	0	0	0	0	0	650	0	117	0	0	1731	0	0	0	751	675	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-533;s__CAG-533_sp000434495"	14	28	0	0	0	0	2166	12	0	0	141	0	0	0	18	0	20	21250	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5761	0	0	0	0	0	0	13214	28	2210	0	0	65	0	0	25	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-533;s__CAG-533_sp004563275"	0	98	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	10	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	11	0	0	0	0	40	0	0	42	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-533;s__CAG-533_sp900551105"	0	0	0	0	0	27	0	15	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-533;s__CAG-533_sp900553855"	0	0	0	0	0	0	959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7039	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-582;s__CAG-582_sp000435515"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1918	0	0	0	290	0	0	0	0	6100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-582;s__CAG-582_sp900760845"	81	90	0	0	10	13	11	252	0	131	125	360	14	0	106	13	17	336	142	165	0	0	160	23	0	161	79	0	149	52	31	0	0	213	13	130	0	0	39	136	62	0	0	0	216	32	165	115	12	37	432	25	162	44	12	31	47	0	379
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-594;s__CAG-594_sp000434835"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32546	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10309	19	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-594;s__CAG-594_sp900771805"	0	74	0	0	0	0	0	260	0	0	0	0	0	0	542	0	0	40	0	24	0	0	0	20	0	29	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	0	0	71	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-594;s__CAG-594_sp900772415"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-594;s__MGYG000004395"	0	0	24	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-605;s__CAG-605_sp000433255"	0	0	0	0	0	514	0	0	0	0	3575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5534	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-605;s__CAG-605_sp000433475"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	19079	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	68	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-605;s__CAG-605_sp900545005"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	16733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-605;s__MGYG000004218"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-605;s__MGYG000004620"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-611;s__CAG-611_sp000434175"	0	0	0	0	0	0	54	0	0	0	0	0	0	0	17871	0	0	126	0	10	0	0	0	0	0	0	0	0	0	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	3740	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-611;s__CAG-611_sp900552235"	0	0	249	0	0	0	1406	0	0	0	0	0	0	0	21614	0	0	5910	0	1058	0	0	0	0	0	0	0	0	58	14337	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	2424	0	0	0	0	4916	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-628;s__CAG-628_sp000438415"	0	0	0	0	0	59	158	29	0	0	340	0	0	0	263	0	0	51	0	0	0	0	0	0	0	0	30	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	1249	0	0	187	0	0	31	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-628;s__CAG-628_sp003524085"	0	0	0	0	0	0	2556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-628;s__CAG-628_sp900553835"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-628;s__MGYG000000381"	0	0	0	0	0	0	10	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-710;s__CAG-710_sp000432595"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	755	0	13235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	19	0	0	0	0	0	0	11974	23	0	45	3185	0	0	0	0	18	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-710;s__MGYG000004170"	0	0	0	0	0	0	0	12	0	0	0	0	0	0	543	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	61	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-762;s__CAG-762_sp000432575"	0	0	0	0	0	0	860	0	0	0	22	0	0	0	0	0	0	0	0	18	0	0	0	11	0	0	12	0	0	22	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	11	0	0	0	0	17750	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-762;s__CAG-762_sp900551315"	39	0	0	0	0	27	46	0	0	0	0	0	12	0	0	15	0	0	270	0	19	0	0	0	0	0	0	11	0	0	116	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	459	17	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-762;s__MGYG000001917"	0	0	10	0	0	21	26	355	0	0	0	17	0	0	0	0	13	1877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	22	0	16	0	0	73232	0	0	0	0	17	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-776;s__CAG-776_sp000438195"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-776;s__CAG-776_sp900549285"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-776;s__CAG-776_sp900758895"	0	12	166	0	316	88	0	0	54	35	16	52	34	0	12	0	19	0	156	0	155	1549	17	32	16	11	24	972	54	0	268	0	0	34	0	97	397	0	18	30	55	161	0	173	29	0	15	65	11	0	93	52	0	41	0	52	124	25	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-822;s__CAG-822_sp000432855"	0	0	12	0	563	0	0	0	0	0	0	32	0	0	0	0	0	20	547	0	0	0	0	12	0	0	0	24	0	0	0	0	0	117	0	0	0	0	0	0	0	50	0	0	0	0	58	0	0	0	68	15	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-822;s__CAG-822_sp900546055"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	117	0	0	0	0	890	0	0	0	0	0	410	0	0	0	0	0	0	0	0	0	0	0	0	0	1543	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-877;s__CAG-877_sp900548695"	0	0	0	0	0	0	15	0	0	0	0	0	0	50	70	0	0	0	0	43	22	0	0	23	0	27	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	19	0	90	0	0	10	0	0	0	47	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-877;s__CAG-877_sp900552495"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-877;s__CAG-877_sp900554305"	10	0	0	0	0	0	0	0	0	0	0	31	0	0	92	0	91	10	309	0	0	0	28	13	0	0	108	26	81	14	0	0	129	97	0	0	0	0	10	0	13	0	0	36	0	28	32	0	0	30	0	0	0	284	0	32	228	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-877;s__CAG-877_sp900554315"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	32	0	0	0	0	0	0
"k__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-877;s__CAG-877_sp900753325"	0	67	65	0	0	0	0	32	0	0	0	153	0	0	0	0	18	0	0	0	0	0	79	0	0	45	158	70	0	0	15	0	0	0	0	0	27	0	27	36	47	0	0	0	84	0	83	371	0	0	76	14	37	23	0	10	0	129	0
