	SRR5898948	SRR5898950	SRR5898978	SRR5898979	SRR5898980	SRR5898981	SRR5898983	SRR5898984	SRR5898985	SRR5898986	SRR5898987	SRR8865572	SRR8865575	SRR8865576	SRR8865578	SRR8865579	SRR8865580	SRR8865586	SRR8865588	SRR8865589	SRR8865590	SRR8865597
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Dialisteraceae|g__Dialister|s__MGYG000000630	0	19	2007	177	44	0	87	92	0	200	191	0	34	82	0	17	0	538	33	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Dialisteraceae|g__MGYG000002053|s__MGYG000002053	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Dialisteraceae|g__UBA1822|s__UBA1822_sp002314995	0	0	0	0	167	21	0	14	0	0	25	0	63	10	34	50	0	55	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Dialisteraceae|g__UBA1822|s__UBA1822_sp900545365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Dialisteraceae|g__UBA5809|s__UBA5809_sp002417965	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Megasphaeraceae|g__Anaeroglobus|s__Anaeroglobus_geminatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Megasphaeraceae|g__Anaeroglobus|s__Anaeroglobus_micronuciformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	17	18	1046	0	88	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Megasphaeraceae|g__Caecibacter|s__Caecibacter_hominis	0	46	67	71	176	0	14	11	0	77	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Megasphaeraceae|g__Caecibacter|s__Caecibacter_massiliensis	0	776	3745	1918	2399	0	16717	684	0	1416	0	0	526	676	0	65	79	4291	1038	0	52	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Megasphaeraceae|g__Caecibacter|s__Caecibacter_sp003467125	0	33	105	68	9703	0	4156	993	436	75	15	0	0	0	0	144	61	43	117	0	133	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Megasphaeraceae|g__Caecibacter|s__Caecibacter_sp900549385	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Megasphaeraceae|g__Megasphaera|s__MGYG000000612	0	38	1537	77	120	11	20652	277	96	68	109	0	0	0	0	0	111	0	714	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Megasphaeraceae|g__Megasphaera|s__MGYG000003271	0	0	0	0	0	163	66	0	0	11	0	0	0	0	0	21	95	0	0	0	17	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Megasphaeraceae|g__Megasphaera|s__MGYG000003747	0	15815	68339	33660	44266	1600	1657692	16112	3729	28094	6611	0	379	634	154	1017	7579	0	118838	0	768	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Megasphaeraceae|g__Megasphaera|s__Megasphaera_cerevisiae	0	38	0	17	0	0	63	0	0	0	0	0	18	16	0	41	0	0	0	0	25	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Megasphaeraceae|g__Megasphaera|s__Megasphaera_elsdenii	0	19	1662	138	46	0	11018	306	62	125	150	13	19	54	85	50	1557	181	286	0	47	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Megasphaeraceae|g__Megasphaera|s__Megasphaera_massiliensis	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14106	632	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Megasphaeraceae|g__Megasphaera|s__Megasphaera_sp000417505	0	17593	34236	37016	53344	1636	764082	7455	1857	31195	2803	124	32	72	16	60	4138	10	215020	111	35	10
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Megasphaeraceae|g__Megasphaera|s__Megasphaera_sp001546855	0	0	0	0	15	0	27	0	0	0	0	0	0	0	0	0	0	242	14	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Megasphaeraceae|g__Megasphaera|s__Megasphaera_sp002319965	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	2542	105	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Megasphaeraceae|g__Megasphaera|s__Megasphaera_sp900539295	0	0	0	0	0	0	42	0	0	0	10	0	0	0	13	0	43	663	91	0	0	29
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Megasphaeraceae|g__Megasphaera|s__Megasphaera_sp900540735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Megasphaeraceae|g__Megasphaera|s__Megasphaera_sp900548635	0	0	146	1419	15	0	525	21	16	1156	15	0	0	0	0	45	51	576	0	0	61	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Megasphaeraceae|g__Megasphaera|s__Megasphaera_sp902388315	0	95	882	258	77	0	11795	166	52	212	73	0	0	13	0	0	67	0	459	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Megasphaeraceae|g__Megasphaera|s__Megasphaera_stantonii	0	0	32	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__F0422|s__F0422_sp001553345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__F0422|s__F0422_sp003999875	0	0	391	0	0	34	18	164	54	0	96	54	215	185	561	552	1092	23	78	0	0	32
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__F0422|s__F0422_sp900766245	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella_A|s__MGYG000004782	0	0	0	0	152	0	0	0	76	0	10	0	46	86	36	38	0	0	0	0	26	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella_A|s__Veillonella_A_magna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella_A|s__Veillonella_A_seminalis	0	0	0	0	0	0	0	0	0	0	0	0	170	394	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella_A|s__Veillonella_A_sp000431435	0	0	0	0	0	0	0	0	0	0	0	0	14817	37564	0	0	237	0	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella_A|s__Veillonella_A_sp900765165	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__MGYG000000818	0	0	0	0	0	0	0	0	0	0	0	35	363	0	595	660	70	39	17	0	41	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__MGYG000002642	0	110	0	0	0	71	0	0	0	0	251	11	141	0	101	118	112	0	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__MGYG000002646	0	0	0	0	0	0	0	0	0	0	0	0	16	0	32	66	21	0	17	0	27	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__MGYG000003071	0	0	0	0	0	19	0	0	0	0	0	0	0	0	17	29	0	0	0	0	13	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__MGYG000003784	0	0	0	0	0	0	0	0	0	0	0	0	10	0	21	35	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__MGYG000004858	0	0	0	0	0	0	0	0	0	0	0	0	21	0	28	63	17	0	11	0	24	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__MGYG000004888	34	0	0	0	0	0	0	0	0	0	0	0	33	0	48	48	13	0	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__MGYG000004894	909	136	50	63	153	58	0	21	77	57	51	89	824	1220	493	413	167	18	107	60	112	105
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica	0	0	0	0	0	0	2572	0	0	0	0	1584	0	681	19287	28072	6534	2903	3247	0	6167	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar	275	0	0	0	0	0	0	0	11	0	0	20	205	23	296	343	50	20	20	0	46	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	10	0	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula_A	54	0	0	0	0	0	50	0	24	0	0	308	2940	40	4844	5596	584	293	144	12	287	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_rogosae	0	0	0	13	0	0	35	0	14	0	0	10	16	0	35	85	14	30	68	0	50	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp003463825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp009929605	0	235	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	102	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp900538355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	12	0	0	0	35	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp900545205	0	0	0	0	0	0	0	0	0	0	0	11	29	0	49	51	0	0	0	0	23	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp900549805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1051	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp900549845	0	0	0	0	0	0	0	0	0	0	0	0	11	0	13	27	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp900550175	0	0	0	0	0	0	0	0	0	0	0	0	10	0	16	14	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp900550455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp900552445	0	0	0	0	0	0	31	0	0	0	0	0	0	0	14	28	0	10	0	0	0	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp900552715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	12	11	0	0	16	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp900556785	0	0	0	0	0	0	0	0	0	0	0	20	194	26	286	303	32	20	0	0	27	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp900757715	0	0	0	0	0	0	41	0	0	0	0	87	615	0	1035	1171	529	78	54	0	74	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp900765235	0	0	0	0	0	0	10	0	0	0	0	0	98	0	149	176	27	27	0	0	20	0
k__Bacteria|p__Firmicutes_C|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_tobetsuensis	21	0	0	0	0	0	16	0	67	0	0	0	0	0	0	142	209	0	46	0	136	0
k__Bacteria|p__Firmicutes_G|c__SHA-98|o__DTUO25|f__HGM14224|g__HGM14224|s__HGM14224_sp900761905	0	0	0	0	0	74	0	0	0	0	0	44	861	0	613	709	0	0	0	0	14	137
k__Bacteria|p__Firmicutes|c__Bacilli|o__Acholeplasmatales|f__Anaeroplasmataceae|g__Anaeroplasma|s__Anaeroplasma_sp900767915	0	0	0	0	0	0	0	0	83	0	0	39	0	0	0	0	0	0	0	18	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Acholeplasmatales|f__Anaeroplasmataceae|g__Anaeroplasma|s__Anaeroplasma_sp900770055	0	0	0	0	0	0	0	0	0	0	0	0	149	368	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Acholeplasmatales|f__Anaeroplasmataceae|g__CAG-307|s__CAG-307_sp001916215	0	0	0	0	19	0	0	0	0	0	0	1946	0	0	0	76	103	0	0	1463	85	46
k__Bacteria|p__Firmicutes|c__Bacilli|o__Acholeplasmatales|f__Anaeroplasmataceae|g__CAG-307|s__CAG-307_sp900547045	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	57	0	0	22	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Acholeplasmatales|f__Anaeroplasmataceae|g__UMGS268|s__UMGS268_sp900540705	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales_A|f__Planococcaceae|g__Lysinibacillus|s__Lysinibacillus_fusiformis_D	90	117	0	0	20	62	0	10	80	0	242	11	579	1032	107	372	97	15	11	0	208	31
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales_A|f__Planococcaceae|g__Psychrobacillus|s__Psychrobacillus_sp012843435	0	0	0	0	0	0	0	0	0	0	0	0	53	155	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales_B|f__DSM-1321|g__Pradoshia|s__Pradoshia_sp001183965	25	0	0	0	0	30	0	0	57	0	15	24	10	0	87	19	77	29	0	14	11	31
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae_G|g__Bacillus_A|s__Bacillus_A_luti	0	129	1749	1145	0	80	0	448	617	1023	29	136	29	68	0	599	239	2238	0	99	513	234
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Beduini|s__Beduini_sp900550005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Beduini|s__Beduini_sp902363625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Catenibacterium|s__Catenibacterium_mitsuokai	0	0	0	18	0	59	0	0	178	13	29	229	48	0	187	114	163	0	0	199	10	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Catenibacterium|s__Catenibacterium_sp000437715	0	0	0	226	0	119	0	36	4864	189	502	89	58	69	110	194	1485	76	0	67	154	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Catenibacterium|s__Catenibacterium_sp900540665	0	0	0	0	0	0	0	0	12544	0	0	1764	0	0	1240	1069	3890	0	0	1372	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Catenibacterium|s__Catenibacterium_sp900540685	0	0	0	0	0	0	0	0	87	0	0	16	0	0	15	0	20	0	0	17	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Catenibacterium|s__Catenibacterium_sp900764565	0	0	0	0	0	0	0	0	64	0	0	15	0	0	16	10	24	0	0	17	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Catenibacterium|s__Catenibacterium_sp900764725	0	0	0	0	0	0	0	0	156	0	13	0	0	0	0	0	26	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Catenibacterium|s__MGYG000000547	43	0	0	0	0	17	0	0	319	0	15	23	224	14	152	168	113	0	0	13	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Coprobacillus|s__Coprobacillus_cateniformis	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	63	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_ramosum	0	11	0	0	11	0	0	0	0	0	0	0	34	0	26	31	103	0	89	0	0	208
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_saccharogumia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_sp002160495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_spiroforme	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Faecalibacillus|s__Faecalibacillus_faecis	12	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Faecalibacillus|s__Faecalibacillus_intestinalis	92	0	17	0	34	0	0	0	19	0	20	0	0	0	0	14	60	0	0	0	12	13
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Faecalibacillus|s__Faecalibacillus_sp900544435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Longibaculum|s__Longibaculum_sp900538465	0	0	53	0	0	0	0	44	20	0	0	0	11	0	35	26	161	40	0	0	0	23
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Massiliomicrobiota|s__Massiliomicrobiota_sp002160815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Massiliomicrobiota|s__Massiliomicrobiota_sp002160865	91	16	0	0	30	31	0	0	55	0	83	0	127	127	52	125	80	20	22	0	87	22
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Stoquefichus|s__Stoquefichus_massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae|g__Stoquefichus|s__Stoquefichus_sp001244545	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	21	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Absicoccus|s__Absicoccus_sp000434355	11	18	0	0	0	30	0	0	46	0	0	0	0	0	0	0	331	0	0	0	0	10
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Amedibacillus|s__Amedibacillus_dolichus	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Amedibacterium|s__Amedibacterium_intestinale	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__Bulleidia_moorei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	557	113	0	229	0	540	159
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__Bulleidia_sp900539965	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	652	134	44	0	0	633	1865
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__Bulleidia_sp900554555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	11	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__MGYG000000662	0	0	0	0	0	0	0	0	0	0	0	11	11	22	0	117	968	0	0	0	132	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__MGYG000000699	0	0	0	0	0	0	0	0	0	0	0	30	25	56	0	11	92	13	0	33	0	15
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__MGYG000001826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__MGYG000003586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__MGYG000004591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	11	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Clostridium_AQ|s__Clostridium_AQ_innocuum	137	0	0	0	84	0	25	0	0	0	301	0	0	0	16	18	19	124	0	0	21	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Clostridium_AQ|s__Clostridium_AQ_sp000165065	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Clostridium_AQ|s__Clostridium_AQ_sp003481775	0	0	0	0	0	0	80	0	0	0	22	0	10	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Clostridium_AQ|s__Clostridium_AQ_sp900552125	0	0	0	0	0	13	0	0	13	0	0	0	12	20	22	22	32	15	20	0	12	24
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma|s__Dielma_fastidiosa	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	10
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma|s__Dielma_sp001305055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalicoccus|s__Faecalicoccus_sp900546545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalicoccus|s__MGYG000004610	1983	0	0	0	0	0	0	0	0	0	0	15	69	203	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_biformis	0	0	0	0	0	0	0	0	0	0	0	45	257	0	227	1527	891	71	0	21	1222	28
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_sp002299315	0	0	0	21	0	122	0	216	0	13	85	112	12	0	159	63	2029	12	0	93	44	364
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_sp003436425	0	0	0	0	0	0	0	0	0	0	0	11	10	0	23	40	95	0	0	0	27	14
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_sp003458715	0	0	0	0	0	0	0	0	61	0	0	111	21	0	180	53	117	16	0	85	35	14
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_sp900547815	182	71	0	0	190	0	0	12	135	0	68	72	209	303	151	372	282	20	87	37	244	39
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_sp900754615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	28	39	0	0	0	21	0
