Feature	DRR127488	DRR127524	DRR127535	DRR127537	DRR127546	DRR127552	DRR127588	DRR127619	DRR127628	DRR127672	DRR127707	DRR127713	DRR127721	DRR127724	DRR127728	DRR127731	DRR127736	DRR127748	DRR127751	DRR127752	DRR127755	DRR127756	DRR127762	DRR127776	DRR127777	DRR162775	DRR171467	DRR171469	DRR171474	DRR171477	DRR171487	DRR171506	DRR171517	DRR171523	DRR171527	DRR171568	DRR171580	DRR171645	DRR171654	DRR171724	DRR171725	DRR171726	DRR171727	DRR171733	DRR171737	DRR171741	DRR171745	DRR171747	DRR171755	DRR171762	DRR171763	DRR171765	DRR171770	DRR171771	DRR171773	DRR171777	DRR171779	DRR171782	DRR171783	DRR171786	DRR171791	DRR171796	DRR171798	DRR171801	DRR171802	DRR171807	DRR171810	DRR171812	DRR171813	DRR171816	DRR171817	DRR171821	DRR171829	DRR171833	DRR171834	DRR171838	DRR171840	DRR171843	DRR171845	DRR171855	DRR171856	DRR171890	DRR171917	DRR171919	DRR171921	DRR171923	DRR171925	DRR171928	DRR171930	DRR171931	DRR171933	DRR171934	DRR171935	DRR171936	DRR171938	DRR171939	DRR171941	DRR171942	DRR171943	DRR171948	DRR171950	DRR171951	DRR171952	DRR171953	DRR171954	DRR171957	DRR171959	DRR171964	DRR171965	DRR173016	DRR173017	DRR171460	DRR171465	DRR171489	DRR171493	DRR171504	DRR171511	DRR171522	DRR171534	DRR171537	DRR171540	DRR171541	DRR171544	DRR171548	DRR171549	DRR171550	DRR171551	DRR171556	DRR171557	DRR171558	DRR171561	DRR171574	DRR171597	DRR171618	DRR171622	DRR171627	DRR171658	DRR171664	DRR171668	DRR171670	DRR171675	DRR171677	DRR171681	DRR171682	DRR171690	DRR171692	DRR171695	DRR171696	DRR171701	DRR171705	DRR171706	DRR171708	DRR171709	DRR171728	DRR171730	DRR171731	DRR171734	DRR171735	DRR171738	DRR171739	DRR171740	DRR171744	DRR171749	DRR171753	DRR171759	DRR171760	DRR171766	DRR171768	DRR171769	DRR171780	DRR171781	DRR171785	DRR171789	DRR171790	DRR171792	DRR171795	DRR171797	DRR171799	DRR171806	DRR171814	DRR171815	DRR171818	DRR171820	DRR171824	DRR171831	DRR171832	DRR171839	DRR171841	DRR171846	DRR171847	DRR171848	DRR171851	DRR171860	DRR171861	DRR171867	DRR171869	DRR171873	DRR171874	DRR171875	DRR171878	DRR171880	DRR171881	DRR171884	DRR171887	DRR171892	DRR171893	DRR171896	DRR171898	DRR171901	DRR171904	DRR171906	DRR171907	DRR171911	DRR171916	DRR171945	DRR171947	DRR171949	DRR171958	DRR171960	DRR171961	DRR171963	DRR171966
k__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomethylophilaceae|g__MX-02|s__MX-02_sp006954405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomethylophilaceae|g__Methanomethylophilus|s__Methanomethylophilus_alvus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomethylophilaceae|g__UBA71|s__MGYG000003962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1558	0	0	0	0	0	32369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomethylophilaceae|g__UBA71|s__UBA71_sp006954425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_massiliense	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	27	14	0	14	0	0	0	0	0	52	0	23	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3378	0	0	420	0	0	0	0	0	370	0	0	2708	0	0	0	0	0	0	0	0	1801	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	3798	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0	782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	211	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1357	987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	385	0	0	0	0	0	0	0	0	0	0	0	0	0	4046	0	0	31	0	0	0	0	0	0	570	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_graevenitzii	0	26	68	1599	75	74	414	0	239	114	1881	141	107	283	303	233	0	267	1451	335	173	4373	31	1334	3197	133	239	93	29	977	29	118	0	88	238	0	597	0	0	562	146	3414	90	107	107	46	21247	705	0	0	0	79	117	723	237	149	0	611	118	195	352	226	97	0	6925	30	0	92	0	633	33	676	0	2901	227	0	427	29	96	0	85	779	1200	70	516	82	0	155	0	0	302	82	0	186	0	80	225	100	125	130	187	0	301	242	94	238	174	1606	489	112	0	60	68	1065	1367	941	62	0	47	256	62	183	380	120	112	0	0	0	0	159	0	95	106	0	523	83	1727	717	78	368	34	913	56	0	1660	0	0	594	207	132	1832	811	1503	673	139	2469	154	10115	485	1889	0	119	354	68	0	832	109	125	197	0	112	0	110	58	679	626	446	156	136	195	264	277	937	0	0	323	245	237	0	1665	0	174	89	661	122	104	63	2934	63	161	55	0	157	4428	0	338	206	863	366	199	318	0	0	19	77	154	498	837	246	66	191	101
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_oris	25	28	25	689	149	60	101	57	19	13	998	28	33	150	402	123	23	278	1195	305	87	2661	0	117	379	0	141	152	0	541	0	101	0	51	29	15	185	84	16	360	66	544	141	208	38	80	3738	265	0	0	71	76	113	162	97	138	0	339	115	149	989	124	94	54	469	0	212	27	344	30	17	1368	928	2067	79	26	53	0	16	18	58	26	125	19	622	141	82	141	31	79	196	56	0	16	40	82	164	0	138	62	151	23	44	196	22	86	107	827	251	79	161	61	72	141	741	233	49	39	28	16	11	0	28	93	78	53	0	177	25	13	0	13	53	24	46	13	1029	1385	89	723	23	1097	54	10	0	11	29	23	133	65	64	535	48	82	130	2227	118	9415	437	1022	0	78	118	26	11	188	105	70	129	257	53	50	82	0	0	856	58	30	18	200	75	0	113	18	60	237	269	182	0	588	677	88	92	504	187	50	10	21	18	165	31	20	47	718	447	425	51	1066	153	41	89	0	13	0	0	269	176	144	135	54	164	44
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp000220835	0	0	0	0	44	0	19	0	67	12	242	0	0	17	66	0	0	0	156	115	0	122	13	0	332	0	14	77	0	148	0	129	0	55	16	0	0	18	0	39	0	0	322	15	10	0	147	71	0	0	0	41	0	110	35	0	0	79	131	24	104	12	0	75	166	0	0	0	53	0	0	13	50	0	19	0	13	0	0	0	0	0	18	0	16	0	27	61	0	38	0	0	14	0	0	0	0	0	28	17	0	32	19	0	0	15	0	143	64	32	0	16	0	97	474	149	0	31	0	0	0	0	59	0	0	20	0	19	0	0	0	0	0	0	108	0	85	119	204	80	0	234	0	0	0	0	0	0	53	0	27	0	25	0	0	166	41	2511	170	771	10	0	69	0	0	52	0	0	21	0	0	0	18	0	0	141	0	0	0	0	0	0	43	30	0	25	34	43	0	24	233	0	75	726	22	86	0	0	0	46	33	0	0	87	23	0	86	70	44	0	30	0	0	0	0	26	0	0	0	0	58	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp900323545	0	0	0	29	0	21	15	21	0	0	70	0	16	13	12	0	12	12	111	13	19	1472	0	33	45	0	0	12	0	43	0	11	0	0	0	0	43	0	0	0	17	398	0	0	0	0	871	86	0	0	0	0	0	0	15	25	0	115	40	21	17	18	0	0	296	0	31	0	0	0	0	43	175	3366	17	0	0	0	0	0	0	0	12	0	27	0	0	12	0	15	0	0	0	0	0	0	0	0	16	0	0	0	0	13	11	14	19	48	0	0	13	0	0	22	14	109	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	17	0	54	57	0	30	0	61	0	0	0	0	0	0	0	10	0	444	0	22	19	75	0	703	31	35	0	0	19	0	0	55	22	10	0	0	10	23	0	0	0	17	0	13	0	10	0	0	0	0	0	0	0	0	0	29	13	43	0	42	10	11	0	0	0	17	0	32	0	37	74	12	0	17	0	0	13	0	0	0	0	19	25	10	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Arcanobacterium_A|s__Arcanobacterium_A_urinimassiliense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Arcanobacterium_A|s__MGYG000000642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Arcanobacterium_A|s__MGYG000004080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Gleimia|s__Gleimia_europaea_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4075	0	0	0	0	0	21	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Mobiluncus|s__MGYG000003723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	115	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	41	0	0	0	0	0	0	0	0	0	16	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	14	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Mobiluncus|s__MGYG000003800	0	0	477	7287	0	343	343	466	70	0	0	0	0	0	0	96	763	1307	7713	0	489	0	0	27562	1531	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	135	0	0	367	0	0	0	0	0	38	0	0	0	598	854	0	401	0	36	39	177	0	0	0	0	196	0	0	3824	0	0	84	0	0	0	0	0	0	0	0	0	0	0	37	0	1030	0	0	0	0	0	283	290	0	0	0	247	0	1054	1371	0	214	0	0	0	16	1742	0	375	0	0	0	0	14423	56	0	0	0	233	0	92	0	0	145	0	0	56	543	0	0	0	0	0	516	0	51	778	1339	0	0	0	0	0	7601	0	0	0	0	137	1987	0	1327	77	0	163	0	0	166	78	0	0	746	0	0	32	410	0	0	0	0	0	193	0	0	0	320	0	0	4609	0	0	106	0	27	0	0	320	0	0	444	0	0	0	235	0	447	0	0	150	0	0	0	0	0	0	0	0	29	0	246	0	158	0	491	77	0	412	0	77	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Pauljensenia|s__MGYG000001284	64	35	0	144	23	0	73	23	11	0	108	18	47	44	260	28	10	112	385	23	194	1924	0	164	498	24	139	62	0	192	13	58	0	21	190	0	78	154	28	0	45	589	0	137	69	67	2062	209	0	0	985	19	0	188	20	73	55	281	53	66	13	94	16	0	629	20	12	46	0	0	55	40	333	299	40	0	0	0	18	10	39	116	17	48	39	33	0	212	25	27	91	60	13	63	91	48	0	19	25	57	65	17	107	30	38	49	27	185	177	13	20	20	80	39	28	66	22	0	143	16	33	61	166	0	13	0	0	0	115	109	0	157	20	15	61	18	79	86	30	0	0	104	0	0	0	16	19	176	22	165	94	354	18	116	71	302	0	2188	27	104	22	0	139	0	0	933	103	20	79	771	14	0	77	0	99	63	47	104	43	16	142	30	11	0	15	29	45	58	0	340	0	0	15	254	25	16	31	130	39	43	0	19	15	215	72	229	27	36	147	14	18	0	0	0	10	30	370	107	23	28	25	17
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Pauljensenia|s__Pauljensenia_bouchesdurhonensis	218	74	0	377	151	0	70	0	0	129	80	0	326	0	184	102	20	707	344	0	36	326	0	83	769	0	0	344	282	16	0	77	0	253	294	0	1041	0	0	0	134	558	0	114	112	11	95	181	0	0	104	0	10	157	26	217	0	0	10	0	0	23	574	0	773	13	0	0	0	0	0	124	0	8581	530	0	98	0	452	37	0	75	126	0	36	13	0	26	0	16	10	0	446	40	0	76	0	249	0	0	0	63	0	94	12	670	82	297	143	30	0	0	0	11	0	13	286	0	24	35	172	79	163	0	0	0	52	56	0	20	0	0	68	0	30	498	32	185	15	539	249	5188	0	0	0	22	0	175	17	0	921	38	207	1335	0	91	24	24792	27	61	0	251	31	248	0	11	0	0	110	0	512	0	23	236	0	42	11	0	887	31	1369	342	0	0	87	0	1225	35	0	9790	0	0	80	131	27	0	21	16	118	0	15	0	0	4621	0	53	83	220	3724	0	29	0	0	0	82	10	46	595	11	0	45	13
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Pauljensenia|s__Pauljensenia_cardiffensis	0	14	14	142	0	11	0	15	0	0	1642	0	0	0	43	44	99	57	533	26	17	0	0	506	185	0	23	0	0	165	0	0	0	0	0	0	0	0	0	19	0	77	0	0	15	0	450	0	0	0	61	0	0	0	0	0	0	0	0	0	39	41	0	0	0	0	16	0	0	17	0	72	17	16	0	0	0	0	0	14	0	0	11	0	37	0	37	38	30	0	29	0	32	21	20	28	0	0	0	22	39	0	0	0	0	0	0	28	0	11	12	0	0	0	367	156	0	10	0	0	0	0	82	0	0	11	0	19	16	0	0	0	0	50	0	0	148	0	72	0	0	21	0	0	52	0	0	0	0	0	55	233	76	29	0	224	0	183	19	209	0	0	71	0	0	0	10	0	0	21	0	0	124	17	0	0	0	10	0	0	58	0	26	0	0	23	0	0	0	81	152	0	0	0	0	10	10	0	0	0	0	0	31	46	438	0	0	302	15	0	12	0	0	0	0	12	37	73	0	0	849	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Pauljensenia|s__Pauljensenia_culturomici	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Pauljensenia|s__Pauljensenia_radingae_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Pauljensenia|s__Pauljensenia_sp000278725	115	119	0	106	405	166	108	38	135	48	10472	320	237	546	570	238	162	253	2686	462	349	17760	59	201	2742	195	506	169	47	10434	68	224	48	92	863	27	991	136	29	615	69	6214	65	566	322	63	8197	5400	0	0	101	87	0	2245	2676	226	26	594	392	422	0	733	523	0	8318	17	0	27	0	0	0	328	1404	2213	105	22	39	83	81	118	68	4574	502	436	381	30	0	843	22	0	386	20	74	414	16	419	0	61	0	127	263	77	109	422	82	223	79	1841	978	84	293	23	0	183	208	1988	47	60	111	28	70	14	84	18	21	53	0	39	0	302	54	56	166	230	518	227	15762	3121	372	565	36	1198	82	0	0	21	56	2533	208	11	1010	1629	86	139	24	3073	643	12000	557	18	15	39	294	71	0	668	228	75	412	54	27	23	107	88	26	211	138	0	636	121	422	100	0	14	108	0	255	251	218	2994	0	209	1439	1263	420	39	81	112	62	427	194	16	41	294	503	151	97	1764	686	0	518	80	12	51	65	38	166	33	27	103	212	135
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Pauljensenia|s__Pauljensenia_sp000308055	1896	2258	546	5858	1039	1208	0	0	2542	497	4163	1889	1031	1584	4955	3458	0	4551	20130	1294	3508	40441	238	18880	7257	0	2964	3261	487	10154	701	3063	0	760	1488	347	3063	3833	800	4183	824	12741	1400	1926	866	1195	23610	4566	0	0	13795	468	404	5905	2372	1408	754	5489	3031	4236	4464	468	2368	666	21528	563	1779	1767	0	919	1359	1452	22166	2557	1572	343	1427	296	978	363	2037	6746	0	1701	3877	639	0	2043	0	1205	5726	1444	1005	2022	1390	1297	544	583	875	1427	3487	749	0	1532	1472	1746	1000	3994	3249	893	0	550	1235	0	9001	4431	456	971	3083	0	387	1459	2325	732	1825	536	0	1549	0	190	300	2523	661	216	502	918	11474	21852	2446	1765	1559	5510	603	237	0	785	339	3571	878	2525	741	934	0	3587	2781	12035	1401	49230	1353	15635	448	704	4055	1158	274	633	1042	0	1395	8780	1142	0	2162	644	2006	9291	1226	2502	1420	649	2053	0	3534	723	633	3378	2919	2145	490	23218	0	490	1788	6769	1454	597	891	3743	1073	3869	1219	0	0	36971	749	6028	933	2759	5208	329	888	146	0	375	1014	948	673	3466	201	898	1001	609
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Pauljensenia|s__Pauljensenia_sp000411415	289	633	0	32	30	13	0	0	101	36	120	10	13	90	86	81	11	49	253	37	58	978	0	93	395	12	50	29	0	814	13	22	0	23	27	0	40	250	0	661	0	298	485	48	11	19	567	86	0	0	149	95	77	529	80	15	11	169	48	240	1021	88	21	55	1027	0	19	21	0	0	10	16	107	280	35	0	46	0	0	0	21	105	14	178	1042	0	0	112	0	15	797	55	31	26	433	22	62	0	0	28	73	14	148	45	35	31	12	61	60	11	24	0	54	24	230	42	13	269	89	0	0	19	56	0	82	13	0	12	19	21	0	36	11	0	11	13	970	1086	0	1010	41	184	203	0	0	17	11	139	0	46	40	60	0	64	283	287	21	2743	104	1741	0	366	167	12	0	86	35	0	31	110	20	0	66	0	40	3081	109	40	26	17	88	42	658	31	11	182	391	18	0	220	3458	17	62	61	0	48	13	145	10	65	22	0	0	159	44	82	46	52	1628	0	0	0	0	0	70	38	37	44	0	46	12	80
